Name	RA	DEC
A1000	0.1023388888888889	-0.37213888888888885
A1001	0.10237500000000001	0.45555555555555555
A1002	0.10242222222222223	14.502916666666666
A1003	0.10247777777777778	-10.828944444444444
A1004	0.10249444444444444	-8.912944444444445
A1005	0.10251111111111112	-10.428694444444444
A1006	0.10279722222222223	14.017611111111112
A1007	0.1028138888888889	-10.438527777777779
A1008	0.10287222222222223	-8.730833333333333
A1009	0.10287500000000001	-9.062277777777778
A1010	0.10289166666666667	0.6823333333333333
A1011	0.10300833333333334	-9.002555555555556
A1012	0.10301111111111112	-11.119916666666667
A1013	0.10307222222222223	15.603222222222222
A1014	0.10310277777777778	-0.3887777777777778
A1015	0.10313055555555556	-9.631666666666668
A1016	0.10316388888888889	1.0395555555555556
A1017	0.10320555555555556	-10.472083333333334
A1018	0.10320833333333333	14.89925
A1019	0.10324722222222223	13.800500000000001
A1020	0.10329722222222223	15.816944444444443
A1021	0.10331666666666667	-9.183416666666666
A1022	0.10338333333333334	-1.0248888888888887
A1023	0.10398611111111111	15.838333333333335
A1024	0.1039888888888889	-1.1464166666666666
A1025	0.10399444444444444	14.66088888888889
A1026	0.10403055555555556	-10.100777777777777
A1027	0.10413611111111112	0.7564722222222222
A1028	0.10417222222222222	1.1915555555555555
A1029	0.104325	-8.932305555555555
A1030	0.10444722222222223	15.770722222222224
A1031	0.10449722222222223	14.577388888888889
A1032	0.10455	15.862499999999999
A1033	0.1045638888888889	14.904833333333334
A1034	0.10464444444444446	-8.99236111111111
A1035	0.10474166666666668	0.9693611111111111
A1036	0.10481944444444445	0.4613888888888889
A1037	0.10483611111111112	15.146305555555555
A1038	0.10486944444444445	-0.6821666666666666
A1039	0.10487500000000001	1.0243333333333333
A1040	0.10500000000000001	-11.1965
A1041	0.10518888888888889	0.8320833333333333
A1042	0.10529722222222222	13.761972222222223
A1043	0.10544166666666667	-9.883083333333333
A1044	0.10544722222222223	14.327444444444444
A1045	0.10549166666666668	-10.092166666666667
A1046	0.10552222222222223	-9.462472222222221
A1047	0.10562222222222223	15.828
A1048	0.1057638888888889	-10.94825
A1049	0.10578611111111112	13.873777777777779
A1050	0.10589444444444444	-10.337111111111112
A1051	0.10590000000000001	1.1188888888888888
A1052	0.10592222222222222	-10.070194444444445
A1053	0.10604166666666667	0.4359166666666667
A1054	0.10615833333333334	-8.930833333333332
A1055	0.10659444444444445	-10.06252777777778
A1056	0.10674444444444445	-9.893027777777776
A1057	0.10677777777777778	16.178416666666667
A1058	0.1068	-10.025250000000002
A1059	0.10687777777777778	-10.025333333333334
A1060	0.10710555555555556	15.428749999999999
A1061	0.10714166666666668	-11.081583333333333
A1062	0.10720555555555557	-10.684666666666667
A1063	0.10727500000000001	13.967611111111111
A1064	0.10728055555555556	-1.1863333333333332
A1065	0.1073388888888889	0.3906666666666667
A1066	0.10745277777777779	-9.837111111111112
A1067	0.10750555555555556	-9.450138888888889
A1068	0.10756944444444445	-9.666361111111112
A1069	0.107875	0.5052222222222222
A1070	0.10792222222222222	-9.797305555555555
A1071	0.10793333333333334	0.48483333333333334
A1072	0.10800833333333335	16.075166666666668
A1073	0.10801666666666668	-0.7841388888888888
A1074	0.10804722222222223	-0.6158888888888888
A1075	0.10813611111111111	14.18236111111111
A1076	0.10816944444444446	-1.203861111111111
A1077	0.10823611111111112	15.767333333333335
A1078	0.10831388888888889	-0.3285
A1079	0.10834722222222223	15.455166666666665
A1080	0.108375	13.865027777777778
A1081	0.10843611111111112	14.949277777777779
A1082	0.10863055555555556	-9.817666666666666
A1083	0.10863611111111111	-0.6927777777777778
A1084	0.10875833333333335	-9.894305555555555
A1085	0.10882222222222222	15.469611111111112
A1086	0.10897777777777778	14.52938888888889
A1087	0.10905000000000001	15.667972222222222
A1088	0.10908333333333334	15.906944444444445
A1089	0.10916666666666668	-9.892388888888888
A1090	0.10934166666666667	14.204583333333332
A1091	0.1093888888888889	13.720916666666668
A1092	0.10944444444444446	-0.05613888888888889
A1093	0.10958333333333334	-10.622277777777779
A1094	0.10959722222222223	15.809000000000001
A1095	0.10969722222222222	-9.964694444444444
A1096	0.1097888888888889	-0.47352777777777777
A1097	0.10980277777777778	-9.432749999999999
A1098	0.10982222222222222	-0.11669444444444445
A1099	0.10984722222222223	-9.102694444444444
A1100	0.10992500000000001	-0.5710833333333333
A1101	0.11005555555555556	0.8752777777777778
A1102	0.11005555555555556	16.087694444444445
A1103	0.11016111111111111	15.490749999999998
A1104	0.1101638888888889	-0.03319444444444444
A1105	0.11025	-9.87275
A1106	0.11025833333333333	15.275972222222222
A1107	0.11033888888888889	-0.5225277777777778
A1108	0.110375	15.864749999999999
A1109	0.11042500000000001	-11.170527777777778
A1110	0.11044444444444446	15.76511111111111
A1111	0.11045555555555556	-0.5445277777777777
A1112	0.11051111111111112	-0.8536111111111111
A1113	0.11055833333333334	-10.518416666666667
A1114	0.11096111111111112	-0.7504444444444445
A1115	0.11100833333333333	-9.761944444444444
A1116	0.11103611111111111	15.97638888888889
A1117	0.11116944444444445	-0.2733055555555556
A1118	0.11132500000000001	-0.4726111111111111
A1119	0.11140277777777778	-8.746083333333333
A1120	0.11141666666666668	-10.97386111111111
A1121	0.11142777777777778	-0.6167222222222223
A1122	0.11144722222222223	-9.739277777777778
A1123	0.11173055555555556	15.327472222222221
A1124	0.1119388888888889	-10.592777777777778
A1125	0.11195000000000001	15.520555555555557
A1126	0.11196666666666667	14.520805555555556
A1127	0.11213055555555557	14.838861111111111
A1128	0.11220000000000001	14.941416666666667
A1129	0.11234722222222222	0.5724722222222222
A1130	0.11242222222222223	-9.864944444444443
A1131	0.11244444444444444	13.996749999999999
A1132	0.11245000000000001	-9.760666666666667
A1133	0.1125388888888889	-0.33827777777777773
A1134	0.11296111111111112	16.0005
