Name	RA	DEC
A6000	0.6727166666666666	-0.016694444444444446
A6001	0.6727972222222222	14.763472222222223
A6002	0.6728222222222222	-10.677694444444445
A6003	0.6731888888888888	14.613722222222222
A6004	0.6735833333333333	14.088611111111112
A6005	0.6736083333333333	14.210805555555554
A6006	0.6736388888888889	14.573972222222222
A6007	0.6736388888888889	-8.994527777777776
A6008	0.6737972222222222	-9.866861111111112
A6009	0.6741388888888888	-0.04544444444444444
A6010	0.6741833333333332	14.57188888888889
A6011	0.6742055555555555	-11.082527777777777
A6012	0.674275	13.793222222222223
A6013	0.6743138888888889	-9.72011111111111
A6014	0.6743472222222222	15.353583333333333
A6015	0.6744916666666666	0.8783611111111111
A6016	0.6747027777777778	-9.625
A6017	0.6747055555555556	0.02266666666666667
A6018	0.6747388888888889	-10.305472222222223
A6019	0.6747694444444444	14.728333333333333
A6020	0.675225	1.2035833333333332
A6021	0.6755138888888889	15.428833333333333
A6022	0.6759611111111111	0.8190277777777778
A6023	0.6760583333333333	14.346916666666667
A6024	0.676075	-0.5732777777777778
A6025	0.6761694444444444	14.916694444444444
A6026	0.6762194444444444	-8.834944444444446
A6027	0.6763833333333333	-9.409555555555556
A6028	0.6764138888888889	-0.2936944444444444
A6029	0.6768583333333333	0.8763888888888889
A6030	0.676925	-0.4979722222222222
A6031	0.6771805555555556	-0.33066666666666666
A6032	0.6772305555555556	-8.881388888888889
A6033	0.6772888888888888	-10.552777777777779
A6034	0.6774055555555555	-10.845861111111113
A6035	0.67745	-10.534944444444445
A6036	0.6775444444444444	-10.774083333333333
A6037	0.67785	15.131416666666667
A6038	0.677861111111111	-8.988916666666666
A6039	0.6778666666666666	-10.262805555555556
A6040	0.6779916666666667	-10.924944444444444
A6041	0.6780194444444444	-8.816444444444445
A6042	0.6783611111111111	-11.166027777777778
A6043	0.6783916666666666	-9.478111111111112
A6044	0.6784694444444445	-9.425444444444445
A6045	0.6786	16.066444444444446
A6046	0.678761111111111	-8.957583333333332
A6047	0.6788583333333333	0.27058333333333334
A6048	0.6789055555555555	-9.399694444444444
A6049	0.6789388888888889	13.94325
A6050	0.6789555555555555	-9.373083333333334
A6051	0.6790694444444444	-10.286694444444445
A6052	0.6792055555555555	14.117638888888889
A6053	0.679286111111111	-8.860861111111111
A6054	0.6793027777777777	-10.582666666666666
A6055	0.6794027777777777	0.7916944444444445
A6056	0.6795777777777777	-8.834750000000001
A6057	0.6796666666666666	-9.550416666666667
A6058	0.6798	16.03097222222222
A6059	0.6798361111111111	14.381666666666668
A6060	0.6798722222222222	0.6218611111111111
A6061	0.6799861111111111	0.8180833333333333
A6062	0.6803444444444444	0.03133333333333333
A6063	0.68035	14.380805555555556
A6064	0.680661111111111	13.776111111111112
A6065	0.680661111111111	-8.897416666666667
A6066	0.6806638888888888	14.6195
A6067	0.6806722222222222	-9.22311111111111
A6068	0.6808972222222222	15.319666666666667
A6069	0.6810472222222221	14.928722222222222
A6070	0.6810666666666666	-9.391277777777777
A6071	0.6811805555555556	15.305194444444446
A6072	0.6812111111111111	0.5921388888888889
A6073	0.6812305555555556	0.6679166666666666
A6074	0.6812555555555555	-0.27899999999999997
A6075	0.6813805555555555	-10.894333333333332
A6076	0.6814527777777777	-0.9877777777777778
A6077	0.6814694444444445	-9.367194444444445
A6078	0.6814972222222222	-9.73411111111111
A6079	0.6815722222222221	-9.102027777777778
A6080	0.6818027777777778	-10.635194444444444
A6081	0.681825	-9.020111111111111
A6082	0.6818388888888889	15.667027777777777
A6083	0.6818722222222222	-8.7615
A6084	0.6819138888888888	-0.29738888888888887
A6085	0.6821611111111111	15.346805555555557
A6086	0.6821694444444444	0.7029166666666666
A6087	0.6821916666666666	15.563638888888889
A6088	0.6822166666666666	-10.689666666666668
A6089	0.682286111111111	15.959444444444443
A6090	0.6823444444444444	14.339666666666668
A6091	0.6823444444444444	-0.7366111111111111
A6092	0.6825166666666667	13.914027777777779
A6093	0.6825222222222221	16.10852777777778
A6094	0.68265	15.821833333333332
A6095	0.6827805555555555	14.471027777777778
A6096	0.6828138888888888	-8.946527777777778
A6097	0.6829	15.960777777777777
A6098	0.6829638888888888	15.836
A6099	0.6829666666666666	0.7319722222222222
A6100	0.6829999999999999	-8.751555555555555
A6101	0.6830805555555555	-8.9995
A6102	0.6831555555555555	15.850944444444444
A6103	0.68345	-0.32844444444444443
A6104	0.6834805555555555	16.116777777777777
A6105	0.6835694444444445	-10.477
A6106	0.68365	14.137527777777777
A6107	0.6836805555555556	-0.28727777777777774
A6108	0.6837861111111111	-11.181249999999999
A6109	0.6838166666666666	14.621333333333334
A6110	0.6838333333333333	14.946166666666667
A6111	0.6838555555555555	-9.209194444444444
A6112	0.6839777777777778	-8.854527777777777
A6113	0.6840027777777777	15.402194444444445
A6114	0.6840305555555556	13.853805555555555
A6115	0.6841611111111111	13.755638888888889
A6116	0.6841694444444445	-1.06475
A6117	0.6842861111111112	-0.47505555555555556
A6118	0.684288888888889	-9.941138888888888
A6119	0.6843277777777778	-9.769583333333333
A6120	0.6843972222222222	-10.677527777777778
A6121	0.6849500000000001	0.9203888888888888
A6122	0.6849527777777777	-0.9825833333333334
A6123	0.6849805555555556	0.5120833333333333
A6124	0.6851472222222222	-9.296944444444444
A6125	0.6853055555555556	-9.448166666666667
A6126	0.6855805555555555	15.425333333333333
A6127	0.6856444444444445	-10.096027777777778
A6128	0.6856555555555556	15.38561111111111
A6129	0.6858222222222222	15.881222222222222
A6130	0.6859027777777778	-9.85975
A6131	0.6861527777777778	-0.7804444444444445
A6132	0.6861694444444445	14.230611111111111
A6133	0.6862333333333334	-0.39311111111111113
A6134	0.6862805555555556	-0.11083333333333334
A6135	0.6863527777777778	0.6550277777777778
A6136	0.6864222222222223	-9.924888888888889
A6137	0.6864555555555556	-8.837833333333334
A6138	0.6865111111111111	-10.55952777777778
A6139	0.6865555555555556	15.052694444444445
A6140	0.6865722222222223	-9.171416666666666
A6141	0.686725	13.818666666666667
A6142	0.6867277777777778	-9.169527777777777
A6143	0.6867555555555556	14.331027777777777
A6144	0.6867583333333334	-9.343194444444444
A6145	0.6868638888888889	-0.6339722222222222
A6146	0.6868861111111111	-9.53438888888889
A6147	0.6869194444444444	-9.150111111111112
A6148	0.686925	-9.03813888888889
A6149	0.6869333333333334	1.1118055555555557
A6150	0.6870444444444445	-8.898472222222221
A6151	0.6871333333333334	-10.4665
A6152	0.6871527777777778	-9.875472222222223
A6153	0.687288888888889	-8.931777777777777
A6154	0.6873472222222222	0.0038055555555555555
A6155	0.6876083333333334	15.265083333333333
A6156	0.6877777777777778	0.6226666666666667
A6157	0.6878277777777778	15.21711111111111
A6158	0.6879611111111111	14.277777777777779
A6159	0.6879638888888889	14.64575
A6160	0.6881583333333333	15.292722222222222
A6161	0.6882416666666666	-1.089888888888889
A6162	0.6882694444444445	15.858083333333333
A6163	0.6883055555555556	-9.968722222222222
A6164	0.6883305555555556	14.503222222222222
A6165	0.6884250000000001	15.437861111111111
A6166	0.6884305555555555	-9.772416666666668
A6167	0.6884305555555555	-8.754166666666666
A6168	0.6884444444444444	-9.486583333333332
A6169	0.6884444444444444	-10.557722222222223
A6170	0.6884472222222222	15.257888888888889
A6171	0.6884722222222223	-9.077416666666666
A6172	0.6885222222222223	14.914222222222223
A6173	0.6886111111111112	-9.389861111111111
A6174	0.6886222222222222	-9.573305555555555
A6175	0.6887277777777778	-0.9517777777777777
A6176	0.688763888888889	-9.419083333333333
A6177	0.6887972222222223	-9.24536111111111
A6178	0.6888	0.5363611111111111
A6179	0.688813888888889	0.44230555555555556
A6180	0.6888583333333334	-9.283888888888889
A6181	0.6890638888888889	14.568972222222222
A6182	0.6892527777777778	-8.725083333333334
A6183	0.6893722222222223	-9.32863888888889
A6184	0.6894361111111111	1.1528611111111111
A6185	0.6895	-0.73925
A6186	0.6895916666666667	-9.917083333333332
A6187	0.6896138888888889	-9.309611111111112
A6188	0.6897055555555556	0.8011666666666667
