Name,objID,ra,dec,run,rerun,camcol,field,type,dered_g,dered_r,dered_i,deVAB_i,expAB_i,lnLExp_i,lnLDeV_i,lnLStar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
A5019,587727227837874389,0.54614913,-8.89615064,1740,40,6,26,GALAXY,22.153841,21.239836,21.10544,0.05,0.05,-0.37712,-0.408934,-0.719177,2.719189,1.075847,-66.053673,0.536426,-0.073355
A5025,587730773888991675,0.53887868,14.68435984,2566,40,3,312,GALAXY,22.455019,22.216753,21.647272,0.486296,0.999693,-0.017335,-0.012201,-0.013258,1.658964,1.232096,4.901166,2.183539,-0.044354
A5027,587730775499604506,0.5390637,15.87814898,2566,40,6,312,GALAXY,22.209465,23.056507,22.02408,0.05,0.05,-0.035175,-0.039117,-0.032083,1.810333,0.799736,14.359738,0.913295,4.208056E-3
A5029,587731185130406633,0.54032427,-0.92350511,2662,40,1,286,GALAXY,24.5744,22.095968,21.618126,0.05,0.05,-2.543384,-2.50186,-2.31357,1.225309,0.572228,6.650112,1.945598,0.018354
A5030,587727226227262227,0.53863097,-10.04410797,1740,40,3,26,GALAXY,22.751167,22.023352,20.624027,0.082933,0.200003,-0.125004,-0.122641,-0.47797,1.152086,0.817747,-9999,-9999,-0.011213
A5032,587731186204148329,0.5411845,-0.12436316,2662,40,3,286,GALAXY,22.75606,21.200781,21.173334,0.05,0.05,-0.13134,-0.162652,-1.045282,4.099619,1.266348,11.795517,2.097238,-0.046079
A5033,587731186741019127,0.53999402,0.32247827,2662,40,4,286,GALAXY,22.096369,21.278112,21.172916,0.05,0.05,-0.154414,-0.140403,-0.414645,2.579803,1.097713,10.856603,2.132079,-0.043966
A5035,587727227301003437,0.54543561,-9.26457736,1740,40,5,26,GALAXY,20.866053,19.4172,18.861139,0.612217,0.702299,-0.576138,-0.149637,-57.764774,2.14396,0.930022,5.570604,2.205452,4.458067E-3
A5036,588015509269578413,0.54354925,0.13819038,3325,41,4,111,GALAXY,23.498514,22.411028,21.877821,0.05,0.183041,-0.26933,-0.238764,-0.149165,0.709683,0.439503,1.778723,2.181838,8.068784E-3
A5038,587727178449683235,0.54242536,-10.6865101,1729,40,2,86,GALAXY,23.314753,21.690428,22.161024,0.05,0.081463,-1.030473,-1.2193,-1.157516,-9999,-9999,-43.528652,3.387739,-0.097912
A5039,587727180597166759,0.53797987,-8.93128448,1729,40,6,86,GALAXY,22.643763,21.327208,20.236536,0.132599,0.083787,-0.072869,-0.067449,-0.029792,1.094248,0.660612,4.569663,1.964473,0.011025
A5042,587727227301004217,0.54281801,-9.21270046,1740,40,5,26,GALAXY,22.763374,22.118073,21.79911,0.346909,0.398681,-0.042982,-0.042848,-0.063178,1.753806,1.01352,6.117843,2.116525,-0.024935
A5043,587727179523424726,0.54279755,-9.89851309,1729,40,4,86,GALAXY,21.529161,20.630112,20.214098,0.949805,0.853836,-0.72952,-1.457318,-6.836159,1.566891,0.863225,7.058714,2.079428,-0.06835
A5046,587727177912811920,0.53933642,-11.11310601,1729,40,1,86,GALAXY,20.65917,19.374353,18.772058,0.85009,0.821616,-10.864835,-1.735709,-94.468422,5.189211,1.885286,12.675821,2.365357,-0.027163
A5047,587727225153519799,0.54186494,-10.81175592,1740,40,1,26,GALAXY,25.193825,21.993599,23.936665,0.05,0.05,-5.447149E-4,-8.878579E-4,-9.87222E-4,0.436004,0.318722,-9999,-9999,-0.017199
A5048,587727178449683238,0.54473851,-10.63151277,1729,40,2,86,GALAXY,23.711267,21.960003,22.106253,0.05,0.05,-0.223081,-0.307979,-0.514184,2.682419,1.368793,10.697077,1.187498,-0.057634
A5051,587727177912812266,0.54276044,-11.0347142,1729,40,1,86,GALAXY,23.782997,24.441351,24.813196,0.999762,0.999794,-1.429735,-1.436972,-0.995015,0.239322,0.172667,-9999,-9999,4.535739E-3
A5052,587731185130406366,0.54488009,-0.93193045,2662,40,1,286,GALAXY,21.098783,20.482248,20.402761,0.300008,0.400116,-1.802139,-2.070706,-5.541194,3.848994,1.001331,7.571358,2.161417,-0.093707
A5055,587730773352120791,0.54906893,14.31260034,2566,40,2,312,GALAXY,22.29311,21.79077,21.594177,0.064761,0.05,-1.63159,-1.479736,-1.723213,1.021391,0.601739,3.533463,2.200356,-0.116293
A5056,587727178449683364,0.54423997,-10.66593583,1729,40,2,86,GALAXY,23.902683,25.663425,25.319498,0.999535,0.999843,-0.754313,-0.756087,-0.470598,-9999,-9999,-9999,-9999,-5.20579E-4
A5058,587727180060296133,0.54646666,-9.38012281,1729,40,5,86,GALAXY,22.86396,21.62805,21.438997,0.05,0.05,-9.427243E-3,-9.643462E-3,-0.028997,4.342192,1.986825,4.211719,1.20806,-6.424499E-3
A5059,587730773352120791,0.54906893,14.31260034,2566,40,2,312,GALAXY,22.29311,21.79077,21.594177,0.064761,0.05,-1.63159,-1.479736,-1.723213,1.021391,0.601739,3.533463,2.200356,-0.116293
A5060,587727178449683244,0.55020795,-10.71596067,1729,40,2,86,GALAXY,23.114431,22.010368,21.463058,0.119958,0.138041,-0.837061,-0.840228,-0.533327,0.846819,0.609712,3.845134,1.319883,4.381116E-3
A5061,587727220876902913,0.55025999,13.93776064,1739,40,1,306,GALAXY,20.837515,19.895624,19.478674,0.788095,0.781184,-0.018899,-0.705669,-62.363113,2.199349,1.068121,8.745012,2.195149,-0.014796
A5062,587727177912812139,0.54819508,-11.14501774,1729,40,1,86,GALAXY,25.431532,21.571507,20.400984,0.449998,0.473598,-8.581813E-3,-3.943775E-3,-0.517523,3.041739,1.1984,8.836946,2.228228,-0.030613
A5063,588015508732707359,0.54868631,-0.26791999,3325,41,3,111,GALAXY,21.372856,22.006159,24.986692,0.05,0.05,-1.391667,-1.45339,-1.130369,5.171737,5.004275,-9999,-9999,0.028584
A5064,587727177912811933,0.54500492,-11.16369858,1729,40,1,86,GALAXY,21.734676,19.849989,19.203966,0.543062,0.632976,-1.892952,-0.771366,-28.726351,3.262468,1.293188,9.264632,2.126609,-0.034538
A5065,587727225690390893,0.54288783,-10.45151024,1740,40,2,26,GALAXY,19.535704,19.23428,18.877567,0.364343,0.387263,-1.350608,-0.743966,-95.483139,4.640062,2.365712,43.323463,2.395111,-0.04342
A5067,588015509806449494,0.54575002,0.46000793,3325,41,5,111,GALAXY,22.388798,20.995621,20.339449,0.216718,0.230496,-0.01,-0.181806,-7.776297,2.354927,0.97502,8.037137,2.045503,-0.039217
A5070,587731187814761242,0.54941574,1.13325822,2662,40,6,286,GALAXY,22.886158,22.78249,21.291113,0.05,0.05,-0.057106,-0.038043,-0.063809,1.776241,0.850921,9.25713,2.025181,-0.055935
A5071,587727221950644760,0.54587357,14.79515736,1739,40,3,306,GALAXY,21.278185,20.678745,20.308411,0.884178,0.837042,-1.03593,-1.135927,-9.36858,2.003182,1.145007,18.918724,2.155957,-8.306609E-3
A5072,588015508195836404,0.54540698,-0.74189416,3325,41,2,111,GALAXY,22.579798,21.950037,21.698994,0.07232,0.106697,-0.221827,-0.240359,-0.151256,0.551096,0.384786,3.478763,2.130802,0.017608
A5074,587727226227261455,0.54846968,-10.01461712,1740,40,3,26,GALAXY,20.538805,19.507185,22.618715,0.089609,0.441081,-6.70209E-3,-0.053343,-0.060224,7.595036,5.302979,-9999,-9999,-0.010988
A5075,588015508732707553,0.5455213,-0.40541706,3325,41,3,111,GALAXY,23.360901,22.398048,21.657553,0.719524,0.826501,-0.015351,-0.01548,-0.016474,1.399445,0.752027,4.69855,2.167513,-0.040018
A5076,587727226764132956,0.54918016,-9.62738272,1740,40,4,26,GALAXY,24.84683,22.054291,25.685017,0.152329,0.09999,-1.431516,-1.442785,-0.984355,1.881585,1.778301,-9999,-9999,0.0175
A5077,587731187814760909,0.5457789,1.22030862,2662,40,6,286,GALAXY,22.637125,21.677141,21.313551,0.05,0.05,-0.262479,-0.22986,-0.269097,2.360464,0.999985,5.829749,2.024184,-0.059611
A5079,588015510343320084,0.54657531,0.92737298,3325,41,6,111,GALAXY,22.305744,21.480303,21.057581,0.144737,0.180127,-0.095542,-0.101063,-0.049575,2.835148,0.739272,2.749151,2.153472,0.01685
A5081,587727222487516031,0.5465336,15.25543181,1739,40,4,306,GALAXY,23.331497,22.480818,22.375788,0.05,0.05,-0.02774,-0.019648,-0.048785,0.743814,0.449471,5.156091,2.071678,-0.0517
A5083,587731186204148451,0.54891606,-0.02000009,2662,40,3,286,GALAXY,22.204811,23.889406,21.238369,0.364756,0.573389,-0.015319,-0.014505,-0.033826,1.737013,1.093302,11.144575,1.968014,-0.033474
A5085,587730772815250149,0.54970115,13.88370588,2566,40,1,312,GALAXY,22.858776,20.994755,20.418888,0.517861,0.521887,-1.699019,-1.981211,-3.63517,1.233621,0.69324,4.482504,2.150347,-0.064201
A5086,588015509806449494,0.54575002,0.46000793,3325,41,5,111,GALAXY,22.388798,20.995621,20.339449,0.216718,0.230496,-0.01,-0.181806,-7.776297,2.354927,0.97502,8.037137,2.045503,-0.039217
A5089,587731186204148144,0.54656194,-0.15196621,2662,40,3,286,GALAXY,22.548023,21.553272,21.264473,0.05,0.05,-0.501504,-0.41904,-0.838607,1.669335,0.799751,5.092873,2.108524,-0.063138
A5092,587731186741019149,0.54808222,0.22392316,2662,40,4,286,GALAXY,22.771486,24.771765,23.579275,0.05,0.05,-0.059185,-0.067749,-0.047018,1.087517,0.955491,-9999,-9999,3.181585E-3
A5094,588015508732707368,0.55437423,-0.29362873,3325,41,3,111,GALAXY,21.856102,21.204355,21.082642,0.450171,0.643803,-0.01532,-0.03199,-0.13683,0.844933,0.575406,-23.787445,1.745184,-0.0388
A5097,588015508732707560,0.55154105,-0.2784124,3325,41,3,111,GALAXY,23.20554,22.082575,21.439262,0.220562,0.21039,-0.176466,-0.058158,-0.049375,2.285007,1.187129,10.524846,0.61167,9.354591E-3
A5098,588015508732707362,0.55120981,-0.33506285,3325,41,3,111,GALAXY,21.974051,20.935007,19.96908,0.797071,0.999969,-0.087611,-0.011512,-16.123089,2.324376,1.06652,5.519086,2.294974,0.018631
A5101,587727178449683019,0.55228947,-10.68725283,1729,40,2,86,GALAXY,22.548388,20.8916,20.131451,0.587756,0.530364,-0.6427,-0.870679,-4.767358,1.99886,0.905081,5.627836,2.134969,-0.063544
A5102,587730772815249896,0.55607874,13.76919887,2566,40,1,312,GALAXY,22.329763,20.940323,20.161329,0.566277,0.622656,-2.740823E-4,-4.268948E-4,-0.266776,2.423796,0.842496,4.758694,2.147691,-0.023527
A5103,587727223561257057,0.55001605,16.21215224,1739,40,6,306,GALAXY,20.695961,19.858749,19.276592,0.724868,0.657165,-6.18276,-0.586415,-26.553581,4.685552,1.686039,6.694194,2.243628,0.019822
A5106,587727179523424763,0.55688496,-9.94917211,1729,40,4,86,GALAXY,21.1614,19.74184,19.200264,0.165512,0.250002,-0.420773,-0.222107,-51.840794,3.343711,1.28462,14.383434,2.243763,-0.014808
A5109,588015509269578266,0.55475257,0.20478632,3325,41,4,111,GALAXY,22.051416,21.596836,20.89361,0.361552,0.557919,-0.429102,-0.504116,-2.441825,1.514238,0.966979,10.564744,2.168292,-0.070613
A5111,588015508195836590,0.55433439,-0.67663857,3325,41,2,111,GALAXY,24.284349,22.332592,22.233305,0.08293,0.099971,-3.728701,-2.398868,-1.944016,5.776808,4.953238,2.594226,-0.014587,0.019022
A5112,587731186204148164,0.55615446,-1.5024E-4,2662,40,3,286,GALAXY,22.750776,22.891479,22.184713,0.13896,0.074012,-0.183879,-0.184444,-0.088261,0.581587,0.357504,2.338462,2.105056,3.340149E-3
A5113,587730773888991956,0.55140375,14.6956888,2566,40,3,312,GALAXY,22.67194,20.674246,19.760599,0.329548,0.435269,-0.295177,-0.647335,-10.699837,2.815557,1.392023,15.690068,2.373339,-0.047299
A5115,587727225153519753,0.55715622,-11.00787066,1740,40,1,26,GALAXY,20.163874,19.393494,19.025742,0.999791,0.999791,-5.845323E-4,-3.547638E-3,-36.679554,2.02491,0.852579,5.100258,2.147906,-0.016279
A5116,587727222487515704,0.55756637,15.17191778,1739,40,4,306,GALAXY,22.872381,22.226412,20.871069,0.91342,0.830769,-0.029921,-0.018265,-0.430647,1.355906,0.68256,3.020511,2.234151,-0.038705
A5117,587727178986553842,0.56015102,-10.2094839,1729,40,3,86,GALAXY,21.971455,20.493092,20.103291,0.879208,0.817161,-0.036497,-0.043248,-0.070591,2.023135,0.74141,3.776771,2.021005,-0.03859
A5118,587731185667277274,0.55397716,-0.43135959,2662,40,2,286,GALAXY,22.223841,20.551632,19.619879,0.700274,0.718128,-1.303401,-0.920751,-11.467366,1.465064,0.792339,5.726693,2.28739,-0.049018
A5119,587731186204148342,0.55980364,-0.13474902,2662,40,3,286,GALAXY,23.22875,22.333035,21.93701,0.268458,0.13018,-0.865407,-0.934052,-0.798332,1.094294,0.647076,-119.901939,2.083252,0.024767
A5120,587727177912812154,0.55742915,-11.10510804,1729,40,1,86,GALAXY,22.66617,21.416126,20.47459,0.199775,0.449352,-2.035572,-1.809814,-4.113584,2.315045,1.013812,9.396298,2.186738,-0.077033
A5121,588015508732707366,0.55392911,-0.29042682,3325,41,3,111,GALAXY,21.752174,21.102341,21.262465,0.234168,0.335324,-0.697923,-0.702197,-0.461093,0.98208,0.698771,2.285063,2.069964,5.395147E-3
A5122,588015509806449512,0.55966509,0.5546231,3325,41,5,111,GALAXY,23.073803,21.278637,20.617689,0.450013,0.511188,-0.113671,-0.148824,-0.292636,0.755282,0.499998,3.473273,2.057304,-0.06034
A5124,587727225690390771,0.55379025,-10.48446506,1740,40,2,26,GALAXY,22.112608,21.043104,20.731091,0.431484,0.412218,-1.627815E-4,-3.378022E-4,-0.17614,1.760412,0.819777,4.997491,2.210456,-0.016104
A5125,587731187277890474,0.55250313,0.75476605,2662,40,5,286,GALAXY,23.274464,21.333708,20.034731,0.35219,0.449726,-0.688826,-0.25781,-10.071566,3.831398,1.252186,9.104238,2.359728,-0.056845
A5126,587730775499604751,0.55926873,15.85803974,2566,40,6,312,GALAXY,22.531187,21.540051,21.207117,0.05,0.058871,-0.181977,-0.235056,-0.317851,1.280349,0.766889,2.636169,0.950835,-0.053067
A5128,588015508732707567,0.55737359,-0.32445417,3325,41,3,111,GALAXY,24.378918,22.242537,22.052599,0.05,0.05,-0.086609,-0.108222,-0.094488,0.305409,0.231359,10.439171,1.203179,0.110198
A5131,587731187277890657,0.55910297,0.69300932,2662,40,5,286,GALAXY,22.306755,22.49341,22.640013,0.05,0.082068,-0.019713,-0.020383,-7.048766E-3,-9999,-9999,-9999,-9999,0.015028
A5134,587727227301003572,0.55882949,-9.19307625,1740,40,5,26,GALAXY,21.877802,20.384174,19.968328,0.2478,0.381763,-0.887243,-2.54267,-17.07478,1.235175,0.78242,10.225762,1.934072,-0.078793
A5135,587727223561257896,0.55691767,16.16219083,1739,40,6,306,GALAXY,23.09333,21.835875,20.638878,0.325157,0.363905,-0.012583,-0.043837,-1.18318,3.358046,1.488509,23.057241,1.962583,-0.030463
A5136,587727225153520150,0.55730423,-10.88873624,1740,40,1,26,GALAXY,23.229319,22.037663,22.031015,0.05,0.066675,-0.172829,-0.184385,-0.120732,-9999,-9999,6.939961,-0.065435,0.028634
A5138,587731185130406667,0.56034941,-0.98287061,2662,40,1,286,GALAXY,23.034557,21.575872,21.076145,0.05,0.149724,-5.215734E-3,-5.254367E-3,-0.166532,2.861881,1.021108,9.441177,1.900456,-0.030001
A5139,587727223561257775,0.55893412,16.1921892,1739,40,6,306,GALAXY,22.796444,21.147408,20.788494,0.50012,0.669409,-1.862013E-3,-7.875684E-3,-0.060329,1.075474,0.752078,6.987886,1.91583,-0.032203
A5140,587730775499604752,0.55762622,15.98333351,2566,40,6,312,GALAXY,22.951578,21.848249,21.340374,0.350231,0.528719,-0.016776,-0.015732,-0.03409,2.594429,0.883494,6.904363,2.034165,-0.043587
A5141,588015508195836426,0.55854792,-0.80933958,3325,41,2,111,GALAXY,20.141508,19.455011,19.115097,0.284253,0.304178,-0.614134,-4.11588,-141.565674,5.431855,1.688244,18.618248,2.136567,-0.015007
A5142,587727225690390941,0.55956441,-10.53446448,1740,40,2,26,GALAXY,22.055937,20.297155,19.728825,0.256398,0.300078,-0.511445,-0.276675,-1.18598,3.230478,1.001019,2.740351,2.169762,-0.027489
A5143,587730772815250417,0.56206168,13.78850885,2566,40,1,312,GALAXY,24.524832,24.656879,23.332291,0.05,0.05,-3.522593E-3,-5.798729E-3,-5.054491E-3,1.85184,0.988747,-1.777901,1.112113,-0.040224
A5144,588015509269643412,0.56182882,0.08256522,3325,41,4,112,GALAXY,22.78686,21.831812,21.710337,0.063205,0.05,-7.015295E-3,-6.781267E-3,-3.145185E-3,2.35587,0.81916,3.144967,2.602252,2.812749E-3
A5146,587727177912812245,0.55480981,-11.05957928,1729,40,1,86,GALAXY,25.925468,24.115381,20.942894,0.322293,0.618565,-0.281064,-0.172774,-0.220314,3.231507,1.349711,5.950835,1.997773,-0.063102
A5149,587730775499604561,0.56669842,15.87623245,2566,40,6,312,GALAXY,22.764553,23.203691,23.205906,0.12539,0.181705,-0.639739,-0.66809,-0.673336,4.538476,1.607802,11.570175,0.445864,-0.0912
A5150,587731186204148174,0.56064938,-0.08565006,2662,40,3,286,GALAXY,21.587421,20.159626,19.636707,0.232163,0.335215,-0.721645,-0.219121,-32.811695,2.003618,0.935204,7.494405,2.271318,-0.033506
A5151,587730775499604884,0.56095801,15.84577271,2566,40,6,312,GALAXY,23.234512,21.962551,20.793259,0.648508,0.854503,-1.697456,-1.677486,-2.175856,3.301697,1.063836,6.630552,2.084941,-0.051561
A5154,587727221413774132,0.56014179,14.4094776,1739,40,2,306,GALAXY,23.532776,22.366961,21.781986,0.05,0.05,-0.068524,-0.086177,-0.182151,1.341598,0.667578,1.625499,2.118226,-0.0508
A5155,588015508732772642,0.56297132,-0.2637628,3325,41,3,112,GALAXY,22.248377,20.568037,19.780922,0.525519,0.544474,-0.072083,-0.077372,-15.762864,2.573294,0.938784,5.06586,2.140677,-0.02961
A5156,587730773352121090,0.55696279,14.14740547,2566,40,2,312,GALAXY,22.893272,21.477139,20.706373,0.05,0.058021,-0.169681,-0.225626,-1.801589,1.848054,0.748909,3.503218,2.190798,-0.047367
A5157,587731187277890182,0.56534457,0.64751308,2662,40,5,286,GALAXY,22.334459,21.512892,21.488817,0.05,0.05,-0.370132,-0.478282,-0.664542,0.541153,0.384908,8.828793,2.009343,-0.069066
A5159,588015508195901634,0.56369496,-0.69664092,3325,41,2,112,GALAXY,19.799074,18.337957,17.74856,0.722653,0.741756,-123.461411,-3.228806,-825.591553,4.596371,1.492146,6.565993,2.323794,0.141703
A5161,587727180597166786,0.56119686,-8.96510112,1729,40,6,86,GALAXY,22.536295,21.750429,21.323399,0.05,0.060794,-0.036115,-0.046567,-0.039239,0.633987,0.433944,7.052464,2.00139,-0.053313
A5163,587731185130406406,0.56398753,-0.95380796,2662,40,1,286,GALAXY,21.64547,20.39625,19.928978,0.669124,0.640133,-0.04897,-0.065059,-9.819657,2.941911,1.112407,7.632277,2.214968,-0.035801
A5164,587731185130406101,0.56213025,-1.04090413,2662,40,1,286,GALAXY,20.716454,19.154318,18.584772,0.158384,0.205734,-11.479886,-0.679933,-182.872818,3.160242,1.179538,7.831782,2.22928,0.058182
A5165,587731185130406853,0.56411714,-0.88698843,2662,40,1,286,GALAXY,23.576668,22.519651,21.034389,0.118021,0.233732,-0.649273,-0.886535,-2.218245,2.968593,1.778705,19.745358,0.405634,0.042168
A5167,587727180597166897,0.56525748,-8.92323733,1729,40,6,86,GALAXY,24.339632,22.247648,21.058458,0.05,0.05,-0.174707,-0.177317,-0.279047,4.167492,1.166627,7.14095,1.789626,-0.043493
A5168,587727220876902452,0.56020144,13.91156981,1739,40,1,306,GALAXY,21.56221,20.58606,21.323929,0.44998,0.982776,-1.36088,-2.757837,-6.840548,6.839279,2.80145,25.982124,0.482088,-0.060988
A5171,587727179523424949,0.56227895,-9.86617618,1729,40,4,86,GALAXY,22.424538,20.969318,20.461241,0.924024,0.77018,-0.02465,-0.027747,-0.38237,2.110431,0.898992,5.778093,2.089046,-0.042013
A5172,587727227837874430,0.56911136,-8.73980473,1740,40,6,26,GALAXY,22.144474,21.738977,21.463003,0.082644,0.096654,-7.397746E-3,-9.733975E-3,-5.863832E-3,4.379647,1.205966,5.576838,1.776387,5.738799E-3
A5175,587730773352121367,0.56556645,14.24389498,2566,40,2,312,GALAXY,22.625835,22.026409,22.135736,0.14992,0.249734,-0.013716,-0.012015,-6.558852E-3,1.179175,0.700033,5.722285,3.173014,0.024524
A5176,587731185667277301,0.56663934,-0.43942494,2662,40,2,286,GALAXY,22.261189,21.080944,21.075663,0.398134,0.400005,-0.939598,-1.148795,-1.511347,0.576275,0.410073,4.322439,1.96244,-0.072537
A5177,587727227837874416,0.56100188,-8.84246181,1740,40,6,26,GALAXY,20.461073,19.721832,19.376032,0.370679,0.429181,-0.236768,-0.655468,-15.285992,2.554833,0.961417,7.627718,1.963815,-0.021379
A5178,587731187277890491,0.56676686,0.70861271,2662,40,5,286,GALAXY,23.135227,22.173447,21.232574,0.05,0.072753,-0.095381,-0.125878,-0.178928,0.677626,0.504191,5.562697,1.846218,-0.060695
A5179,588015508195902384,0.56447436,-0.74412815,3325,41,2,112,GALAXY,23.298088,23.089622,21.209602,0.209591,0.358665,-1.856866,-2.125151,-3.858414,2.773525,1.49112,9.675149,1.090776,-0.039838
A5180,587727180597166573,0.56420491,-8.93029173,1729,40,6,86,GALAXY,22.42717,21.603294,21.381544,0.099967,0.08664,-7.438378E-3,-8.092186E-3,-3.142436E-3,1.152845,0.703669,4.913801,2.118554,7.396793E-3
A5181,587727178986553487,0.56357593,-10.37670184,1729,40,3,86,GALAXY,19.092176,18.010216,17.545227,0.457399,0.484592,-155.146011,-31.376118,-1063.99316,4.202673,1.576963,10.089617,2.320642,0.684053
A5182,587727225690390944,0.56128428,-10.40059179,1740,40,2,26,GALAXY,21.857611,20.73917,20.310106,0.20016,0.350003,-0.642664,-1.388296,-23.243048,1.963385,1.082021,13.366027,2.111871,0.052369
A5184,587730775499604561,0.56669842,15.87623245,2566,40,6,312,GALAXY,22.764553,23.203691,23.205906,0.12539,0.181705,-0.639739,-0.66809,-0.673336,4.538476,1.607802,11.570175,0.445864,-0.0912
A5185,587727226227262023,0.5659693,-10.05486924,1740,40,3,26,GALAXY,23.353098,21.080097,20.724779,0.176093,0.276578,-0.055861,-0.104581,-0.628938,1.421631,0.873452,16.491423,1.828446,-0.046261
A5186,587731185130406673,0.56491765,-0.89388851,2662,40,1,286,GALAXY,24.602293,22.38781,21.189705,0.075622,0.113742,-0.092871,-0.10425,-1.577846,1.807468,1.047113,10.732242,2.302707,-0.051939
A5187,587727178986553861,0.5652138,-10.34911463,1729,40,3,86,GALAXY,23.593218,21.886707,20.815563,0.704496,0.553164,-0.505937,-0.489031,-0.441213,2.345965,0.996219,3.999069,1.801627,0.022186
A5188,588015508195902060,0.56242309,-0.75386797,3325,41,2,112,GALAXY,24.067768,21.826929,21.548679,0.206195,0.327751,-0.147423,-0.14157,-0.112113,1.806394,0.9132,-5.773794,0.947296,0.010328
A5190,588015508732772984,0.56933414,-0.27427251,3325,41,3,112,GALAXY,23.125624,22.251547,21.601967,0.05,0.067762,-0.837641,-0.72963,-0.647987,1.498939,0.552035,1.401499,2.748179,0.016427
A5191,587727180060295729,0.56233248,-9.50708125,1729,40,5,86,GALAXY,22.08313,21.32704,20.878178,0.191466,0.057904,-0.139694,-0.113615,-0.210548,4.985457,1.394287,7.285456,2.038084,-0.041686
A5192,588015507659031395,0.5632796,-1.13280757,3325,41,1,112,GALAXY,25.300203,22.509142,21.286673,0.05,0.05,-0.218271,-0.202208,-0.294956,1.324033,0.676559,5.714281,1.738204,-0.060977
A5193,587727227837874813,0.56467592,-8.89259298,1740,40,6,26,GALAXY,22.8503,22.339176,21.056183,0.099996,0.250001,-0.035055,-0.020515,-0.035989,1.432125,0.801687,6.056811,1.808441,-0.03975
A5196,587731187277890201,0.56934127,0.63838956,2662,40,5,286,GALAXY,21.800562,21.175562,21.195869,0.164473,0.221545,-0.244445,-0.127743,-0.699034,2.275558,1.157437,11.879846,2.414402,-0.06294
A5198,587727226227262229,0.57433151,-10.09040315,1740,40,3,26,GALAXY,24.407887,22.449684,21.016514,0.438533,0.399983,-1.227811E-3,-1.228389E-3,-0.051556,3.854434,1.625779,12.783549,1.005678,0.024336
A5200,587727180060295989,0.56682172,-9.37927835,1729,40,5,86,GALAXY,23.53298,21.666309,20.469379,0.05,0.127867,-0.33449,-0.325371,-0.220342,1.722215,0.653625,3.598869,2.083303,5.887615E-3
A5201,588015510343385326,0.56569971,0.94894135,3325,41,6,112,GALAXY,22.324299,21.479313,21.303881,0.703166,0.162998,-0.103605,-0.103816,-0.132517,1.251518,0.824812,4.418133,1.885054,-0.05557
