Name,objID,ra,dec,run,rerun,camcol,field,type,dered_g,dered_r,dered_i,deVAB_i,expAB_i,lnLExp_i,lnLDeV_i,lnLStar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
A2098,587727178449551759,0.21410035,-10.66570546,1729,40,2,84,GALAXY,22.626665,22.391562,22.393518,0.98289,0.999994,-3.87822E-3,-3.88865E-3,-9.292345E-4,1.158585,0.631333,-22.691601,0.091869,4.123115E-3
A2101,587727178449551396,0.21759422,-10.78660353,1729,40,2,84,GALAXY,23.645702,22.478708,20.678968,0.05,0.057988,-1.495929,-1.577383,-1.70342,2.652586,1.228466,5.500431,2.054243,-0.05162
A2102,587727221950513189,0.21641708,14.79052933,1739,40,3,304,GALAXY,22.658998,21.600618,20.632284,0.243372,0.76317,-4.353111E-3,-1.89225E-3,-0.031879,2.099038,1.077771,8.31525,1.997599,8.568515E-3
A2103,587727223024256064,0.21329363,15.64684303,1739,40,5,304,GALAXY,23.398178,22.735273,21.749546,0.174802,0.218136,-0.117022,-0.138032,-0.089532,0.713277,0.511436,3.890509,1.651507,0.020589
A2104,587731186740887956,0.21344778,0.22375501,2662,40,4,284,GALAXY,22.03517,24.643248,24.398827,0.05,0.466895,-0.015253,-9.566881E-3,-4.449224E-3,-9999,-9999,22.699959,-0.551978,-5.086263E-6
A2106,587727178449551764,0.21529664,-10.80071114,1729,40,2,84,GALAXY,21.789289,20.479832,20.03578,0.163485,0.263472,-0.625099,-1.005365,-21.872168,3.203596,1.358815,15.813476,2.153064,-0.047362
A2107,587730773351989754,0.21393737,14.20693341,2566,40,2,310,GALAXY,22.079536,21.064497,20.564278,0.749862,0.999875,-0.321341,-0.410215,-1.295583,1.844845,0.718567,3.648249,2.008753,-0.071285
A2108,587730774962602585,0.21461952,15.57431121,2566,40,5,310,GALAXY,22.794201,22.57947,22.577246,0.360319,0.05,-0.062714,-0.07967,-0.071002,4.481118,1.443487,7.230857,1.737291,-0.053649
A2109,588015509269447417,0.21291565,0.0936779,3325,41,4,109,GALAXY,22.392061,21.442106,20.838163,0.313639,0.356959,-0.047081,-0.044031,-0.216725,3.257118,1.308483,6.8363,2.050927,-0.042997
A2110,587731187814629778,0.21779327,1.2006433,2662,40,6,284,GALAXY,21.698669,21.001848,20.480516,0.499893,0.558689,-0.036968,-0.141585,-2.856359,2.033379,1.130984,10.330357,2.197115,-0.039366
A2111,587731186740887640,0.21567179,0.37854436,2662,40,4,284,GALAXY,23.130421,21.7055,20.763815,0.300002,0.84035,-2.845738,-0.409712,-7.789995,3.911547,2.331512,21.190319,2.183505,-0.029097
A2112,587727221950514168,0.21839184,14.80644115,1739,40,3,304,GALAXY,23.474754,22.805725,21.261385,0.05,0.33396,-0.705588,-0.668875,-0.970253,1.044866,0.561663,3.469408,2.154282,-0.080862
A2113,587727226227065481,0.21507337,-10.08143255,1740,40,3,23,GALAXY,22.796207,21.974764,22.391989,0.05,0.568176,-0.303889,-0.412421,-0.409751,0.548887,0.4381,-100.790092,7.464839,-0.072972
A2114,588015509269446761,0.21315306,0.05306145,3325,41,4,109,GALAXY,22.365807,21.918686,18.917421,0.233626,0.153389,-0.159387,-0.128386,-1.935419,14.973265,8.044876,20.502073,1.862936,-0.03044
A2117,587727221413643015,0.21612692,14.4187473,1739,40,2,304,GALAXY,23.024948,22.673687,21.547583,0.05,0.226888,-0.819061,-0.729462,-0.79483,3.966033,1.117215,8.166776,0.848393,-0.070832
A2118,587727223561126736,0.21587177,16.11306029,1739,40,6,304,GALAXY,23.412592,21.671701,21.223867,0.05,0.05,-0.12143,-0.095745,-0.152474,2.614031,1.241368,2.731723,2.066815,-0.056287
A2119,587730774425732215,0.21573648,15.10253582,2566,40,4,310,GALAXY,22.015505,22.101257,21.170254,0.249996,0.489448,-0.118237,-0.252982,-0.696064,1.665792,1.273051,10.420532,0.906596,0.492489
A2120,587727222487384245,0.21313763,15.36532411,1739,40,4,304,GALAXY,20.425589,19.321068,18.861862,0.727176,0.702635,-7.108263,-1.882798,-102.865517,6.384651,1.003764,3.133837,2.209473,0.02962
A2121,587727221950513196,0.2171205,14.75689824,1739,40,3,304,GALAXY,22.697777,21.602976,21.295605,0.071379,0.126381,-5.845272E-3,-0.028082,-0.643575,1.198177,0.707258,7.080232,2.24203,-0.036287
A2122,587727223561126407,0.2168033,16.03522122,1739,40,6,304,GALAXY,22.674725,21.812141,21.537798,0.600091,0.204964,-1.192711,-1.287043,-1.386641,1.950025,1.026598,9.756471,2.305773,-0.06445
A2124,587727227300807528,0.21847739,-9.19567917,1740,40,5,23,GALAXY,23.30286,25.990086,25.682245,0.998428,0.9982,-0.243499,-0.243296,-0.121197,-9999,-9999,-9999,-9999,0.026799
A2128,587731185130275445,0.21553904,-0.88612165,2662,40,1,284,GALAXY,23.21496,21.554651,21.278072,0.05,0.248787,-0.993514,-0.829195,-0.904047,4.446772,3.361592,3.46682,1.921765,-0.087547
A2129,587731187277759022,0.21708324,0.7963981,2662,40,5,284,GALAXY,21.574301,20.163383,19.63942,0.615224,0.657523,-1.016349,-1.347106,-19.162237,2.326087,0.946492,6.171942,2.147158,-0.030018
A2131,587727177912681097,0.21298297,-11.0226254,1729,40,1,84,GALAXY,23.188841,21.95101,21.734785,0.05,0.05,-1.849858,-2.058584,-1.994702,1.264322,0.768638,-315.132477,-0.302473,-0.116824
A2132,587730772815119314,0.21496575,13.89886539,2566,40,1,310,GALAXY,22.53791,22.248856,21.350328,0.05,0.072646,-0.170248,-0.205477,-0.548251,3.730776,1.807906,24.098196,0.280824,-0.024542
A2133,587727225690259483,0.21655358,-10.45566158,1740,40,2,24,GALAXY,22.340714,23.366472,19.509636,0.249962,0.507569,-0.078292,-0.045755,-0.284984,2.532506,1.264151,15.7932,2.259631,-5.752537E-3
A2134,587727178986422862,0.21442027,-10.20312214,1729,40,3,84,GALAXY,21.269918,20.288601,19.301443,0.232298,0.218333,-0.221364,-0.147067,-0.967966,3.48452,1.209008,5.8104,2.294787,-0.036048
A2136,587727178986422867,0.21528756,-10.37823382,1729,40,3,84,GALAXY,23.307573,22.201168,22.60327,0.05,0.05,-0.199143,-0.189792,-0.134151,1.995701,1.210229,-906.278809,0,9.295146E-4
A2137,587727180060164279,0.21818542,-9.37644953,1729,40,5,84,GALAXY,19.572834,18.331734,17.787317,0.640595,0.687128,-96.602432,-4.515612,-559.354919,4.476594,1.603956,8.250489,2.340938,0.283255
A2138,587730773888860215,0.22052572,14.5753315,2566,40,3,310,GALAXY,23.639688,21.712381,20.701757,0.417646,0.605745,-0.360033,-0.421192,-0.686699,2.216436,0.681829,3.154942,1.939156,-0.051273
A2139,587731186204017026,0.21926895,-0.14091431,2662,40,3,284,GALAXY,21.390793,20.137737,19.665108,0.484134,0.550663,-1.16555,-0.864311,-25.792725,2.314705,0.891465,4.882005,2.270807,-0.067468
A2140,587727226227065288,0.21758543,-9.96998417,1740,40,3,23,GALAXY,19.722101,18.53414,18.026455,0.686769,0.718111,-37.421326,-15.959703,-369.161285,3.311856,1.697464,11.022618,2.542209,-0.095136
A2142,587727178449551965,0.21810198,-10.65137013,1729,40,2,84,GALAXY,23.951687,22.179956,22.090258,0.064508,0.05,-1.877121,-1.934726,-4.404428,1.254235,0.827251,161.859467,2.031935,-0.073393
A2144,587727221950513595,0.21997848,14.84279589,1739,40,3,304,GALAXY,22.673328,21.829575,21.253143,0.416661,0.649988,-0.084691,-0.078088,-0.115276,1.125175,0.568197,3.151049,2.100684,-0.028866
A2145,587731185130275167,0.21718834,-1.00126407,2662,40,1,284,GALAXY,22.639893,21.939472,21.823523,0.05,0.268384,-0.313395,-0.321561,-0.184587,2.192197,0.531519,2.034619,2.014061,3.873462E-3
A2147,587727225690260049,0.22186488,-10.38748531,1740,40,2,24,GALAXY,23.45952,22.313774,21.805483,0.05,0.199949,-0.127459,-0.113206,-0.058817,0.938068,0.461805,1.643839,2.043526,3.344981E-3
A2148,587727223561126738,0.216631,16.20031162,1739,40,6,304,GALAXY,24.616796,21.928286,20.711399,0.206986,0.291817,-0.021547,-0.015386,-0.159963,1.15158,0.697061,5.892708,2.048658,-0.039012
A2150,587727226763936651,0.221141,-9.59640348,1740,40,4,23,GALAXY,22.865166,22.031767,22.125628,0.308716,0.276559,-0.765423,-0.895583,-0.988326,5.169882,1.547768,2.14347,1.022295,-0.071323
A2151,587727220876771700,0.21876042,14.10660529,1739,40,1,304,GALAXY,21.285873,20.572632,20.068983,0.699972,0.713885,-0.478074,-2.089902,-30.835148,1.739516,1.133488,-15.977637,1.285416,-0.043582
A2152,587727221950513596,0.22028166,14.89449122,1739,40,3,304,GALAXY,22.516481,21.589254,21.310854,0.099151,0.181717,-1.028738,-1.018231,-1.32278,0.986086,0.529073,2.404834,2.101216,-0.071641
A2153,587731187277759024,0.21714968,0.74666927,2662,40,5,284,GALAXY,21.598034,20.338017,19.693811,0.785815,0.764518,-0.171214,-0.48056,-20.933542,2.297153,0.988073,6.959565,2.256306,-0.035566
A2154,588015510343189154,0.22043314,1.04271387,3325,41,6,109,GALAXY,22.014021,21.360422,22.150995,0.05,0.05,-1.654093E-3,-1.944307E-3,-4.020109E-3,3.920208,2.790409,7.931542,0.839125,-0.032519
A2155,587727225153389353,0.2176434,-10.83533129,1740,40,1,24,GALAXY,25.575022,22.335081,21.129078,0.599977,0.326798,-2.7143,-2.801502,-3.243199,4.59429,1.429585,88.694138,-2.589594E-3,-0.04701
A2156,588015509269447238,0.22134485,0.04164844,3325,41,4,109,GALAXY,22.132092,22.231688,23.389612,0.05,0.05,-0.109886,-0.123836,-0.098577,-9999,-9999,-9999,-9999,2.999242E-3
A2157,587730772815118768,0.21711613,13.78056641,2566,40,1,310,GALAXY,21.887939,20.703169,20.158573,0.589327,0.684,-0.018908,-0.015137,-0.404309,2.704057,0.896858,5.600713,1.879825,-0.025417
A2160,587727177912680877,0.22043666,-11.19296891,1729,40,1,84,GALAXY,21.616917,21.138086,20.80851,0.322347,0.253965,-0.552053,-0.486367,-1.343592,4.55967,1.423642,7.382382,1.992379,-0.063364
A2161,587727225153389259,0.2227153,-10.97102847,1740,40,1,24,GALAXY,23.278179,22.300846,20.858805,0.671064,0.708373,-6.142707E-4,-6.404976E-4,-9.457442E-3,1.599609,0.82081,5.260575,2.249787,-0.029526
A2163,588015507658834313,0.21868292,-1.05656617,3325,41,1,109,GALAXY,21.399811,20.340836,20.055086,0.831512,0.826554,-0.437907,-1.427514,-12.112115,1.996687,1.135086,15.534814,2.028772,-0.067061
A2164,587730773351989778,0.22473428,14.18325422,2566,40,2,310,GALAXY,22.239758,21.856077,21.291067,0.05,0.05,-0.298719,-0.368867,-1.476569,2.518096,1.064628,5.259005,2.071645,-0.052322
A2165,587727221413643028,0.2243749,14.5118325,1739,40,2,304,GALAXY,23.695799,21.812447,22.017855,0.05,0.059152,-0.068499,-0.109834,-0.125283,0.590338,0.400073,3.205805,1.307873,-0.048804
A2166,587727178449552098,0.22381379,-10.80220242,1729,40,2,84,GALAXY,23.485319,22.478815,21.548084,0.05,0.05,-1.888019,-1.969736,-1.796813,0.79025,0.49555,9.740865,1.461367,0.032596
A2168,587727179523293784,0.21828449,-9.92063927,1729,40,4,84,GALAXY,23.445988,21.63106,21.280754,0.340266,0.993984,-0.201637,-0.221547,-0.399765,1.666451,1.007531,10.125534,1.754272,-0.050461
A2170,587730774425731172,0.22101019,14.96456739,2566,40,4,310,GALAXY,24.447645,24.664156,24.086571,0.6517,0.350094,-1.85642,-3.770391,-4.413867,5.487421,2.062186,28.749331,0.178224,-0.055611
A2171,587727225153388831,0.22015794,-10.87858051,1740,40,1,24,GALAXY,22.228613,21.867786,21.601234,0.05,0.05,-0.970083,-0.949398,-1.286254,1.663072,0.63214,4.094293,2.094168,-0.088956
A2172,587730774962602595,0.220172,15.53946548,2566,40,5,310,GALAXY,22.327982,21.442131,21.25692,0.299909,0.490938,-0.130761,-0.263532,-0.906683,1.686052,0.883452,6.663411,1.661892,-0.041937
A2174,587727225153388831,0.22015794,-10.87858051,1740,40,1,24,GALAXY,22.228613,21.867786,21.601234,0.05,0.05,-0.970083,-0.949398,-1.286254,1.663072,0.63214,4.094293,2.094168,-0.088956
A2175,587727221950513601,0.22651011,14.78836483,1739,40,3,304,GALAXY,21.505915,20.472038,19.98077,0.099987,0.167845,-0.94414,-2.656711,-38.519962,1.776928,0.93208,9.986135,2.222778,-0.064081
A2177,587727178449551781,0.22174513,-10.78324886,1729,40,2,84,GALAXY,22.481228,22.433855,21.296537,0.05,0.05,-0.389469,-0.437937,-0.843342,3.130031,1.035843,10.955297,1.745556,-0.016565
A2179,587731186204017035,0.22350896,-0.03362674,2662,40,3,284,GALAXY,22.548372,21.564289,21.26795,0.371779,0.430998,-0.221096,-0.101692,-0.450617,2.970644,1.012779,4.680268,2.345744,-0.051847
A2180,587730774425731644,0.21711572,14.95381227,2566,40,4,310,GALAXY,21.681787,20.699081,20.368355,0.473575,0.499663,-1.204222,-1.667509,-8.614103,2.272185,0.846855,5.2232,2.016242,-0.084323
A2183,588015509806317801,0.21904012,0.5837895,3325,41,5,109,GALAXY,25.455248,24.726965,25.417032,0.998572,0.99924,-0.083695,-0.083557,-0.033694,-9999,-9999,-9999,-9999,-1.222928E-3
A2184,587730773351990067,0.22359612,14.2055052,2566,40,2,310,GALAXY,22.957962,21.972952,21.774706,0.05,0.050027,-2.105048,-2.104639,-1.525548,-9999,-9999,2.040401,1.935179,-1.304118E-3
A2185,587727223561126439,0.225777,16.09959862,1739,40,6,304,GALAXY,23.251274,22.420187,22.053886,0.149558,0.20174,-0.286329,-0.310873,-0.288323,1.798044,0.947639,9.07116,1.810185,-0.056621
A2186,587727221950513599,0.22456513,14.75655694,1739,40,3,304,GALAXY,21.492922,20.310413,19.859331,0.405168,0.47566,-0.059484,-0.043131,-49.671551,3.32583,1.182307,7.495565,2.222505,6.751114E-3
A2187,588015510343188516,0.22660605,1.03931237,3325,41,6,109,GALAXY,22.000713,20.914713,21.655022,0.278956,0.262653,-9.999543E-3,-0.015531,-0.011698,5.342855,1.588949,13.902396,0.46594,-0.02199
