Name,objID,ra,dec,run,rerun,camcol,field,type,dered_g,dered_r,dered_i,deVAB_i,expAB_i,lnLExp_i,lnLDeV_i,lnLStar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
A8044,587727225153651217,0.87953851,-10.85401333,1740,40,1,28,GALAXY,24.227684,22.157913,22.881832,0.05,0.05,-0.080128,-0.079835,-0.049669,-9999,-9999,21.443634,0.824825,4.351743E-3
A8045,587731186204279393,0.87837735,-0.07864552,2662,40,3,288,GALAXY,22.120153,21.445824,20.93412,0.069438,0.189969,-0.015398,-0.063585,-1.445411,1.268231,0.87815,12.220559,1.887509,-1.307044E-3
A8047,587730773889122765,0.88330571,14.57547277,2566,40,3,314,GALAXY,22.147642,20.929956,20.412415,0.551499,0.377427,-2.327513,-2.349002,-10.024621,2.500385,0.981037,3.920084,2.226149,-0.104752
A8048,587727223561388972,0.88841724,16.10418967,1739,40,6,308,GALAXY,23.89629,22.80471,20.837704,0.05,0.05,-0.116586,-0.276584,-2.127963,1.360761,0.800563,8.299851,1.911184,-0.058849
A8049,587727221950775823,0.88615441,14.75424996,1739,40,3,308,GALAXY,22.218124,21.071695,20.500574,0.4693,0.599976,-0.29498,-1.018638,-9.035971,1.422777,0.889594,7.965323,1.868736,-0.04907
A8050,587731185130537717,0.88810978,-1.02951973,2662,40,1,288,GALAXY,24.333588,22.012365,22.45549,0.100037,0.05,-6.916141E-3,-5.259025E-3,-0.019181,4.353474,1.975055,20.998451,0.872821,-0.033976
A8051,587730775499735639,0.8775701,15.95453199,2566,40,6,314,GALAXY,22.112839,21.065592,21.055281,0.199867,0.423423,-0.890306,-0.943041,-2.248156,1.009422,0.681836,7.784193,2.030116,-0.089353
A8053,588015507659162465,0.88610299,-1.07995812,3325,41,1,114,GALAXY,21.96384,21.447662,21.37854,0.05,0.05,-0.677387,-0.749737,-1.007104,2.543419,1.443662,11.871479,0.5452,-0.015703
A8055,587727177913008421,0.88364696,-11.02532338,1729,40,1,89,GALAXY,22.496387,22.003738,21.717258,0.05,0.527104,-0.166628,-0.147262,-0.133863,1.688737,0.823078,6.195601,1.998489,7.879257E-3
A8062,587727227838005563,0.88524953,-8.82479535,1740,40,6,28,GALAXY,22.693249,21.90498,21.41127,0.276043,0.247052,-1.491215,-0.765497,-3.56719,1.74113,1.061681,7.000881,2.293276,-0.043525
A8063,587731186741150286,0.88148945,0.37410064,2662,40,4,288,GALAXY,21.305317,20.178999,19.707668,0.478771,0.494997,-0.062895,-0.252965,-9.293223,2.043734,0.822021,4.786837,2.121631,-0.040098
A8066,587730774425993501,0.88274801,14.98686542,2566,40,4,314,GALAXY,23.577127,21.540791,21.779743,0.367402,0.549948,-0.368061,-0.570161,-1.471482,1.425684,0.879866,-9999,-9999,-0.038119
A8068,587727180060426962,0.88100022,-9.39474639,1729,40,5,88,GALAXY,23.876131,21.93524,21.200521,0.541472,0.415899,-0.033888,-0.027753,-0.119046,2.694117,1.297473,8.785319,2.454007,-0.04769
A8070,588015510343516784,0.88148461,0.94705515,3325,41,6,114,GALAXY,22.477444,21.26882,20.909813,0.05,0.05,-0.099343,-0.138771,-1.15709,2.986653,1.676056,24.062864,2.10175,-0.027958
A8071,587730774425993798,0.8833052,15.02334875,2566,40,4,314,GALAXY,20.800669,19.111191,18.368153,0.703071,0.727174,-16.697483,-3.100649,-250.131668,4.469418,1.669153,9.846641,2.482296,-0.013825
A8072,587731187814892041,0.88480056,1.10698503,2662,40,6,288,GALAXY,22.292276,21.734446,20.846313,0.05,0.05,-0.163844,-0.132668,-0.164566,0.495848,0.385305,7.998279,2.07761,-0.048541
A8073,587727178986750857,0.88349658,-10.37011442,1729,40,3,89,GALAXY,24.012447,21.011372,21.953489,0.078524,0.05,-0.355602,-0.41079,-0.306792,2.867521,2.780709,-9999,-9999,0.043175
A8074,588015510343516511,0.87987767,0.9701616,3325,41,6,114,GALAXY,21.289242,20.14575,19.711189,0.202241,0.274075,-0.254065,-0.085705,-15.840911,3.727815,1.174499,8.472605,2.122567,-0.026425
A8075,587730773352251652,0.88437112,14.30566036,2566,40,2,314,GALAXY,20.229446,19.765566,19.812582,0.17183,0.282259,-0.051251,-0.262512,-18.768898,2.254013,1.464714,27.551567,2.157892,-0.017538
A8077,587731186204279632,0.88553047,-0.18111126,2662,40,3,288,GALAXY,23.764278,22.821703,21.520525,0.05,0.132063,-5.383742E-3,-5.125523E-3,-1.488025E-3,2.157593,0.708301,2.872266,1.925742,7.987404E-3
A8079,588015508732903658,0.88288588,-0.28440781,3325,41,3,114,GALAXY,22.411009,20.846933,20.28491,0.551307,0.462493,-2.057539,-1.661165,-4.203835,2.541085,1.041319,4.161013,2.210724,-0.060101
A8082,587731185667408366,0.88294376,-0.59485817,2662,40,2,288,GALAXY,22.860222,22.309055,21.654484,0.05,0.05,-2.252639,-2.152349,-2.247107,4.334518,2.204782,5.957366,1.90389,-0.084284
A8084,587727227838005559,0.88567869,-8.72231138,1740,40,6,28,GALAXY,21.75255,21.326807,20.998594,0.05,0.096928,-0.133119,-0.155035,-0.153748,1.129402,0.676779,5.335781,1.682368,-0.059942
A8085,587730772815381169,0.88119762,13.78959891,2566,40,1,314,GALAXY,20.850519,19.386177,18.768671,0.869704,0.873311,-1.697474,-0.424059,-58.20982,3.616729,1.734629,14.780319,2.551529,-0.035005
A8086,587727227838005830,0.88811572,-8.83249375,1740,40,6,28,GALAXY,23.780485,21.906996,22.241211,0.05,0.068776,-0.046339,-0.054313,-0.027066,0.519268,0.347455,0.067072,2.626206,3.186417E-3
A8087,587727178449879370,0.88805441,-10.79100804,1729,40,2,89,GALAXY,22.235039,21.504799,21.038731,0.399964,0.500696,-0.673409,-0.688549,-0.974131,1.193889,0.7037,5.376195,1.884185,-0.083139
A8090,587727223561388613,0.88389426,16.06801605,1739,40,6,308,GALAXY,21.550966,20.761063,20.39403,0.268895,0.363294,-1.123738,-1.070923,-1.928844,1.523448,0.860387,6.550642,2.343573,-0.061124
A8093,587727223024517702,0.89101429,15.76874943,1739,40,5,308,GALAXY,21.289457,19.604841,18.689833,0.48759,0.513688,-17.932405,-6.524515,-152.977646,3.763908,1.744442,13.382382,2.37289,9.774324E-3
A8094,587727178986750727,0.88936607,-10.18765871,1729,40,3,89,GALAXY,23.946539,22.20009,20.945831,0.413728,0.902609,-0.643335,-0.500866,-0.770672,2.557937,1.122893,4.528108,2.147949,-0.078177
A8096,587731185130537054,0.8853526,-0.93467977,2662,40,1,288,GALAXY,22.304995,24.429312,20.587385,0.723949,0.710532,-2.030138E-4,-4.739586E-4,-0.225383,2.702378,1.729795,27.441299,1.739064,-0.019902
A8098,587731187278021423,0.88620987,0.80576371,2662,40,5,288,GALAXY,23.24087,21.969137,20.994684,0.05,0.05,-2.737992,-2.750359,-3.504854,2.312477,0.956678,4.627078,1.868403,-0.087418
A8099,587727227838005563,0.88524953,-8.82479535,1740,40,6,28,GALAXY,22.693249,21.90498,21.41127,0.276043,0.247052,-1.491215,-0.765497,-3.56719,1.74113,1.061681,7.000881,2.293276,-0.043525
A8101,588015508196032858,0.88655469,-0.80190242,3325,41,2,114,GALAXY,23.580378,22.054098,21.59211,0.053464,0.169309,-6.841288E-3,-5.794996E-3,-0.016331,2.283539,1.096741,8.382112,2.039249,-0.022156
A8102,587727227838005566,0.88814607,-8.80608224,1740,40,6,28,GALAXY,21.597485,21.127005,20.794657,0.05,0.999754,-0.239138,-0.209501,-0.182806,0.228338,0.172605,6.992528,1.841598,9.114265E-3
A8103,587727227838006077,0.89410503,-8.85025583,1740,40,6,28,GALAXY,21.664394,20.464741,20.930147,0.093241,0.05,-0.234685,-0.351666,-0.430041,11.708076,10.24677,-9999,-9999,-0.02392
A8104,588015508196033169,0.89221178,-0.82903853,3325,41,2,114,GALAXY,23.489653,21.847204,21.450489,0.05,0.05,-0.741638,-0.588407,-0.829485,1.585483,0.854616,3.179438,2.17703,-0.06151
A8105,587731186204279794,0.88820164,-0.13665589,2662,40,3,288,GALAXY,26.268248,25.522209,22.836424,0.05,0.05,-0.486567,-0.498695,-0.437913,4.463672,3.78579,13.814222,0.538317,6.575393E-3
A8106,587727180597297990,0.88976792,-9.00923888,1729,40,6,88,GALAXY,22.068596,22.040525,22.122141,0.05,0.059416,-0.254599,-0.232502,-0.148635,0.028946,-9999,74.174767,-1.078771,7.905142E-3
A8108,587731185667408734,0.89048632,-0.43556893,2662,40,2,288,GALAXY,25.663889,24.616375,25.199593,0.05,0.05,-0.540747,-0.541219,-0.311129,-9999,-9999,-9999,-9999,5.997976E-4
A8109,587727227838005558,0.88581695,-8.73697773,1740,40,6,28,GALAXY,20.178694,19.079138,18.527218,0.319272,0.445312,-2.291567,-4.330546,-146.723755,2.543895,1.185125,10.905448,2.107186,0.036535
A8111,587727227838005830,0.88811572,-8.83249375,1740,40,6,28,GALAXY,23.780485,21.906996,22.241211,0.05,0.068776,-0.046339,-0.054313,-0.027066,0.519268,0.347455,0.067072,2.626206,3.186417E-3
A8115,587730774425993502,0.89065646,15.13809548,2566,40,4,314,GALAXY,20.156517,19.690733,19.677879,0.362056,0.425922,-0.492095,-2.737133,-52.985405,3.067542,1.829653,32.859715,2.28517,-5.602812E-3
A8116,587727178986750578,0.88780631,-10.26148287,1729,40,3,89,GALAXY,22.47534,21.412565,20.994926,0.149981,0.254205,-4.792491E-3,-5.316846E-3,-0.119438,1.373445,0.876365,9.785786,2.177337,-0.032356
A8118,587727227838005984,0.88526128,-8.87564518,1740,40,6,28,GALAXY,23.240763,22.818382,21.292326,0.732569,0.05,-7.163583E-3,-0.012118,-0.013406,1.567549,0.898571,6.285542,2.186693,-0.039508
A8121,587730774962864772,0.88893781,15.57124539,2566,40,5,314,GALAXY,22.556076,21.663006,21.59602,0.598698,0.460709,-0.018395,-0.0111,-7.876428E-3,2.612533,1.087368,2.365971,2.024791,5.157629E-3
A8122,587727225690522344,0.88766441,-10.399968,1740,40,2,28,GALAXY,25.010017,22.790312,21.352646,0.05,0.060408,-0.315418,-0.328152,-0.300001,1.613959,0.620671,2.851315,2.015717,7.735952E-3
A8123,587727225153651238,0.89307745,-10.89957685,1740,40,1,28,GALAXY,23.248756,21.693422,21.748455,0.05,0.05,-0.171525,-0.214038,-0.542192,3.448196,2.292568,26.544901,2.179018,-0.054587
A8124,588015508196033365,0.88751247,-0.78823564,3325,41,2,114,GALAXY,24.269432,23.623686,21.426292,0.05,0.093101,-0.881314,-0.814208,-0.647792,1.222613,0.568287,4.278576,2.463811,4.198647E-3
A8125,587730774425993818,0.8911371,15.02658278,2566,40,4,314,GALAXY,22.146238,22.541897,22.163786,0.05,0.05,-0.126484,-0.147366,-0.247689,4.489869,1.576532,17.215399,0.860125,-0.041465
A8126,587727227301135073,0.88720855,-9.17964312,1740,40,5,28,GALAXY,23.21936,22.558922,21.537493,0.05,0.05,-0.059436,-0.067657,-0.049943,1.200121,0.617132,5.292879,2.175203,8.067259E-3
A8127,588015508196032855,0.88709212,-0.69959081,3325,41,2,114,GALAXY,24.017954,22.498978,21.779989,0.364538,0.164533,-2.167386E-4,-2.724877E-4,-1.581274E-4,1.03136,0.539381,4.089367,2.161963,6.716537E-3
A8129,587727221413904453,0.88879573,14.52590377,1739,40,2,308,GALAXY,24.120272,23.930407,23.345657,0.120695,0.05,-0.460921,-0.470538,-0.934002,1.900419,1.713437,18.834942,0.585261,-0.060853
A8132,587727227301134930,0.89164185,-9.21500716,1740,40,5,28,GALAXY,22.790871,21.501732,20.742083,0.084947,0.07498,-0.323031,-0.339871,-0.422075,0.965309,0.585823,4.547759,1.865705,-0.073733
A8133,587730773352251910,0.89000559,14.25672739,2566,40,2,314,GALAXY,22.448809,21.408209,20.963009,0.05,0.05,-0.820613,-0.950784,-2.244503,0.756227,0.4875,3.889536,2.193724,-0.090288
A8135,587730775499735657,0.88706617,15.86806959,2566,40,6,314,GALAXY,20.987078,20.066605,19.806145,0.999873,0.944787,-0.288038,-0.727161,-11.043879,2.017398,0.967017,7.558767,2.174838,-7.378753E-3
A8136,587727221413905018,0.88854462,14.48901122,1739,40,2,308,GALAXY,22.154339,21.457823,21.160656,0.169563,0.214266,-0.016924,-0.024266,-0.475192,1.357297,0.729289,6.081532,2.289671,-0.032906
A8137,587731187278021242,0.89036512,0.73591845,2662,40,5,288,GALAXY,20.677082,20.190237,19.873323,0.523948,0.572844,-0.79624,-1.498484,-20.093754,2.777179,1.276443,12.688149,2.198246,-0.042753
A8139,587731186741150300,0.88726771,0.3914994,2662,40,4,288,GALAXY,22.684996,22.352308,22.257313,0.100418,0.190122,-0.028534,-0.029397,-0.010511,1.265465,0.627499,2.462848,1.236535,1.455212E-3
A8140,587730774962865061,0.88937783,15.38981723,2566,40,5,314,GALAXY,23.827963,22.241968,21.967909,0.05,0.112593,-0.140453,-0.099997,-0.136219,1.129596,0.604512,7.757856,2.237517,-0.053824
A8141,588015508196033365,0.88751247,-0.78823564,3325,41,2,114,GALAXY,24.269432,23.623686,21.426292,0.05,0.093101,-0.881314,-0.814208,-0.647792,1.222613,0.568287,4.278576,2.463811,4.198647E-3
A8142,588015508732903453,0.89131315,-0.37042286,3325,41,3,114,GALAXY,23.569439,23.014034,21.142584,0.639471,0.30637,-8.725073E-4,-2.981164E-4,-6.955342E-4,2.565199,1.809148,3.459086,2.401396,-0.014655
A8144,587730774962864322,0.88880686,15.46021201,2566,40,5,314,GALAXY,20.892387,20.333376,20.185295,0.273936,0.371091,-0.175432,-0.484388,-11.348351,2.225813,1.150917,11.699952,2.033491,-0.014702
A8146,587727225690522194,0.88693353,-10.43920483,1740,40,2,28,GALAXY,24.034527,22.06502,22.683315,0.05,0.05,-6.894199E-3,-0.010276,-0.043628,2.659399,1.945878,22.537296,0.595619,-0.036033
A8147,587731185667408392,0.89131766,-0.4742905,2662,40,2,288,GALAXY,22.662907,22.833857,22.612106,0.05,0.05,-0.060437,-0.073833,-0.044497,-9999,-9999,-9999,-9999,4.952367E-3
A8148,587730774425994203,0.887443,15.05235253,2566,40,4,314,GALAXY,23.754232,25.38217,21.917765,0.05,0.05,-0.530504,-0.560626,-0.558237,0.815963,0.506762,2.543684,2.103429,-0.0774
A8149,588015508196032871,0.89680634,-0.67585911,3325,41,2,114,GALAXY,22.2554,21.874203,21.569155,0.218647,0.530095,-0.093392,-0.065831,-0.188853,2.024248,1.00607,4.722966,2.455616,-0.037864
A8151,587727227838005463,0.89369246,-8.76484022,1740,40,6,28,GALAXY,25.751028,24.119884,25.72868,0.999846,0.999781,-1.122223E-3,-1.599002E-4,-2.211978E-4,-9999,-9999,-9999,-9999,-0.02969
A8152,587731185130537722,0.89194653,-0.86523406,2662,40,1,288,GALAXY,22.54331,21.039326,20.326683,0.529863,0.694152,-0.698213,-0.704386,-1.714983,1.329359,0.752298,5.896724,2.176309,-0.073019
A8153,587727220877033959,0.89038826,14.12214239,1739,40,1,308,GALAXY,21.927391,21.445463,21.289459,0.097391,0.05,-0.235004,-0.235304,-0.158773,0.898555,0.597989,1.976325,2.161202,6.850878E-3
A8155,587727227301134944,0.89801622,-9.27989989,1740,40,5,28,GALAXY,22.720823,21.528189,21.346983,0.818141,0.05,-0.314744,-0.314753,-0.176431,0.593432,0.389018,2.160373,1.36596,4.786121E-3
A8156,588015509806646144,0.89229915,0.55251952,3325,41,5,114,GALAXY,22.681259,21.936186,20.246078,0.353154,0.155602,-2.323065,-1.681249,-1.304913,25.777702,16.323643,2.304691,2.288849,4.603068E-3
A8158,587730773352251909,0.89235852,14.13793552,2566,40,2,314,GALAXY,21.749268,21.361172,20.941479,0.192834,0.307128,-1.481273,-1.675563,-6.232567,1.824336,1.020391,18.47736,1.136918,-0.051193
A8159,588015509806645922,0.88876781,0.59818614,3325,41,5,114,GALAXY,22.857237,21.955021,21.503208,0.05,0.05,-0.01263,-0.01882,-0.028258,2.150994,0.752915,5.141575,1.553698,-0.038413
A8160,587727221950775846,0.8969941,14.77127176,1739,40,3,308,GALAXY,22.654501,21.711626,21.391521,0.59393,0.450408,-1.939022E-3,-4.762433E-3,-0.039149,2.134196,1.140206,7.415515,1.981335,-0.019172
A8161,588015510343516359,0.89513519,0.95500263,3325,41,6,114,GALAXY,20.457567,18.859993,18.283518,0.745077,0.767029,-25.737673,-0.97672,-224.654678,5.286589,1.595283,7.86705,2.268554,0.141807
A8162,587730775499735888,0.89110686,15.95134739,2566,40,6,314,GALAXY,23.190334,22.356052,21.739721,0.05,0.05,-0.062303,-0.044036,-0.059332,1.60795,0.636043,2.862918,1.719897,-0.040679
A8163,587727227838005583,0.89426616,-8.82650348,1740,40,6,28,GALAXY,20.45929,19.208212,18.873138,0.763492,0.721763,-0.801308,-0.997342,-58.700035,4.411044,1.662113,14.289988,2.184603,-0.033014
A8164,587727179523621623,0.89430339,-9.89002611,1729,40,4,89,GALAXY,23.669949,22.69602,21.132437,0.250001,0.407724,-0.073357,-0.135888,-0.512354,1.239317,0.757325,7.09656,1.845237,0.051456
A8165,587727178986750580,0.89155584,-10.23589437,1729,40,3,89,GALAXY,22.508106,21.304708,21.316587,0.05,0.05,-0.315145,-0.305939,-0.322507,1.112795,0.609232,6.893985,2.18224,-0.054056
A8166,587727178986750578,0.88780631,-10.26148287,1729,40,3,89,GALAXY,22.47534,21.412565,20.994926,0.149981,0.254205,-4.792491E-3,-5.316846E-3,-0.119438,1.373445,0.876365,9.785786,2.177337,-0.032356
A8169,587730773889122788,0.89473383,14.54920753,2566,40,3,314,GALAXY,21.178841,19.48308,18.823221,0.365212,0.413616,-0.760229,-1.818391,-107.561981,4.037349,1.533454,12.130113,2.196503,-0.02637
A8170,587727226227393409,0.89210718,-10.06503467,1740,40,3,28,GALAXY,22.913746,22.016211,21.791723,0.489156,0.346292,-0.037902,-0.040079,-0.143906,1.70288,1.177449,18.650867,2.030016,0.021877
A8171,587727180597298009,0.89329288,-9.05381341,1729,40,6,88,GALAXY,23.068649,22.206289,20.839758,0.375612,0.49998,-0.10117,-0.115614,-0.608996,3.122904,1.417754,12.978254,0.777498,-0.028084
A8172,587727180060491999,0.89162731,-9.36776432,1729,40,5,89,GALAXY,21.930315,22.517479,22.587543,0.05,0.05,-0.345395,-0.370833,-0.338922,3.05841,2.777956,25.606251,0.748444,0.011857
A8173,587731187814892217,0.89908915,1.12257037,2662,40,6,288,GALAXY,22.456375,21.496422,21.898743,0.100023,0.053968,-0.235025,-0.241424,-0.128897,-9999,-9999,4.70112,1.832597,0.011364
A8174,588015510343516983,0.89202075,0.99336087,3325,41,6,114,GALAXY,24.260714,22.467672,21.053312,0.05,0.05,-0.170682,-0.212396,-1.461707,1.64383,1.090601,8.819971,2.020055,-0.055919
A8175,587727178986750276,0.89582787,-10.34679984,1729,40,3,89,GALAXY,21.941519,21.0606,21.249945,0.05,0.05,-0.629739,-0.568662,-0.470586,3.453728,1.646754,4.584733,1.676718,0.010019
A8176,588015508196032736,0.88859498,-0.74536167,3325,41,2,114,GALAXY,20.687391,20.307243,19.991943,0.606564,0.750007,-2.08611,-1.825427,-8.239536,2.11461,0.792449,3.99491,2.11288,-0.051006
A8177,588015507659161606,0.89830804,-1.09014322,3325,41,1,114,GALAXY,25.541967,23.788288,21.218113,0.428462,0.502768,-3.12776E-3,-4.497895E-3,-0.041397,2.997821,1.476603,20.058403,1.869464,0.0189
A8179,587727179523621460,0.89762786,-9.92445928,1729,40,4,89,GALAXY,23.313042,21.425711,20.772177,0.475747,0.572549,-0.386275,-0.280649,-0.864086,2.991282,1.195937,6.811364,2.25747,-0.052834
A8180,587727180597363289,0.89783766,-9.11303368,1729,40,6,89,GALAXY,22.733068,21.919664,21.331436,0.100305,0.400105,-0.127275,-0.158567,-0.34445,1.608378,0.948697,9.465169,2.039001,-0.05911
A8181,588015510343516179,0.89504855,0.92771445,3325,41,6,114,GALAXY,21.762556,20.985775,20.727737,0.5356,0.570296,-0.289903,-0.118917,-0.997068,5.295333,1.674822,14.301641,2.250284,-0.047838
A8185,587730773352252163,0.89852942,14.24705083,2566,40,2,314,GALAXY,21.478062,20.921707,20.42404,0.372564,0.437355,-0.11506,-0.066587,-2.678124,3.200776,1.634521,27.607918,2.26303,-0.03398
A8186,587727178449879925,0.89653278,-10.71493414,1729,40,2,89,GALAXY,23.263153,22.33956,21.718044,0.05,0.300007,-0.668042,-0.698428,-1.058458,1.110248,0.842238,-2.78905,2.165105,-0.017499
A8190,587727223561388635,0.89460559,16.07657236,1739,40,6,308,GALAXY,22.790451,21.960983,22.103407,0.05,0.138119,-0.043854,-0.040904,-0.016168,0.966401,0.638654,4.856575,1.611112,1.697191E-3
A8194,588015508732903461,0.89843721,-0.3715312,3325,41,3,114,GALAXY,23.187765,22.637781,21.325315,0.577575,0.887398,-0.565136,-0.160119,-2.334097,3.413342,1.628473,24.232491,1.813057,-0.027115
A8196,587727221950776081,0.89879383,14.89172086,1739,40,3,308,GALAXY,24.022644,22.259987,22.393534,0.05,0.05,-0.318123,-0.360949,-0.424082,1.189519,0.69605,5.066919,1.870429,-0.075375
A8197,587727223561388863,0.897975,16.08975135,1739,40,6,308,GALAXY,23.139956,21.846766,20.89423,0.056912,0.05,-0.149126,-0.116689,-0.511489,3.141676,1.193506,6.266788,2.081771,-0.047021
