Name,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,objID,ra,dec,run,rerun,camcol,field,type,dered_g,dered_r,dered_i,deVAB_i,expAB_i,lnLExp_i,lnLDeV_i,lnLStar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
A1803,587727179524407352,00:10:52.76,-09:55:41.3,25,0.92,0.04,0.0,0.0,0.04,0.0,0.04,0.8170000000000001,0.133,0,0,1,587727179523293752,0.17944549999999998,-9.92381175,1729,40,4,84,GALAXY,22.67201,22.224161,21.99185,0.05,0.05,-0.025143000000000002,-0.032039,-0.114378,2.554404,1.303312,13.233854999999998,2.149435,-0.017266
A1804,587727177913794648,00:10:52.86,-11:10:22.3,36,0.778,0.0,0.027999999999999997,0.111,0.083,0.0,0.139,0.703,0.209,0,0,1,587727177912680823,0.18518735,-11.17164625,1729,40,1,84,GALAXY,21.826963,21.027055999999998,20.916271,0.7433489999999999,0.750383,-0.040695,-0.042316,-0.130526,4.710430000000001,1.460623,9.525371,2.00976,-0.035408999999999996
A1808,587727177913794649,00:10:53.71,-11:07:22.3,40,0.7,0.025,0.025,0.1,0.15,0.0,0.15,0.5529999999999999,0.272,0,0,1,587727177912681276,0.17894437,-11.12194949,1729,40,1,84,GALAXY,22.336884,22.866621,21.387629999999998,0.30836199999999997,0.514877,-6.868338e-05,-0.0001282473,-0.0005036403,2.317683,1.419659,25.35136,2.0874610000000002,-0.020266
A1815,587727180598149132,00:10:56.25,-09:01:10.0,31,0.774,0.0,0.0,0.19399999999999998,0.032,0.0,0.19399999999999998,0.774,0.19399999999999998,0,0,1,587727180597035039,0.18219909,-9.01705429,1729,40,6,84,GALAXY,16.877651,18.055929000000003,18.090744,0.984975,0.8947350000000001,-8.830277,-36.490059,-146.217484,16.490999,10.276883999999999,200.01396200000002,1.923531,-0.056522
A1816,587730773889908907,00:10:56.28,+14:42:06.7,34,0.5,0.08800000000000001,0.147,0.265,0.0,0.0,0.5,0.141,0.8590000000000001,1,0,0,587730773888860948,0.18035921,14.70611452,2566,40,3,310,GALAXY,24.104809,22.783297,21.486539999999998,0.419712,0.32515700000000003,-0.18298399999999998,-0.147065,-0.13613,4.493419,2.338011,3.942995,2.432116,0.006044479
A1817,587727222488432819,00:10:57.44,+15:17:55.4,37,0.43200000000000005,0.054000000000000006,0.027000000000000003,0.43200000000000005,0.027000000000000003,0.027000000000000003,0.514,0.078,0.84,1,0,0,587727222487384211,0.18758096,15.30015313,1739,40,4,304,GALAXY,19.846569,19.700193,19.509903,0.773975,0.7695850000000001,-0.232969,-5.034142,-109.473671,1.912132,0.879315,6.142823,2.111483,-0.01401
A1819,588015507659948148,00:10:58.35,-01:12:22.8,16,0.375,0.0,0.062,0.562,0.0,0.0,0.625,0.375,0.625,0,0,1,588015507658834553,0.18393227,-1.20673844,3325,41,1,109,GALAXY,23.385092,21.013706,20.27,0.399894,0.549538,-0.070004,-0.053835,-0.511714,1.665384,0.805008,5.261919,2.097484,-0.032891000000000004
A1820,587727227838791791,00:10:58.80,-08:45:20.8,36,0.75,0.027999999999999997,0.0,0.16699999999999998,0.055999999999999994,0.0,0.19399999999999998,0.27,0.6,0,0,1,587727227837677949,0.18417954,-8.75673056,1740,40,6,23,GALAXY,21.276617,20.459608,19.776381,0.473049,0.518943,-1.066539,-1.576537,-20.536276,3.580117,1.6823169999999998,22.965586,2.048045,-0.025373
A1821,587727223025303759,00:10:58.85,+15:40:03.1,33,0.848,0.0,0.03,0.061,0.061,0.0,0.091,0.5720000000000001,0.318,0,0,1,587727223024256047,0.18097379,15.66842985,1739,40,5,304,GALAXY,24.048851000000003,22.995399,21.481455,0.323816,0.706507,-0.150233,-0.14441400000000001,-0.166801,1.4142540000000001,0.738027,4.088030000000001,1.859486,-0.054166
A1822,587727226765049986,00:11:00.16,-09:37:28.2,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,587727226763936305,0.18432403,-9.61933576,1740,40,4,23,GALAXY,22.1929,21.824293,21.62838,0.665771,0.633402,-0.001194837,-0.00222862,-0.041786000000000004,2.1815580000000003,0.970124,7.897661,2.1500060000000003,-0.024093
A1823,587731186742001768,00:11:00.18,+00:18:33.3,32,0.375,0.0,0.21899999999999997,0.375,0.031,0.0,0.594,0.14300000000000002,0.818,0,0,1,587731186740887872,0.18081216,0.30894805,2662,40,4,284,GALAXY,22.017626,22.193953,22.23772,0.088273,0.08645900000000001,-2.083167,-2.218632,-1.7834259999999997,-9999.0,-9999.0,-9999.0,-9999.0,0.018248
A1827,588015510344302695,00:11:00.54,+01:00:16.0,29,0.552,0.034,0.10300000000000001,0.276,0.034,0.0,0.414,0.276,0.679,0,0,1,588015510343189382,0.18144747,1.00696758,3325,41,6,109,GALAXY,23.458651,21.558725,22.653088,0.05,0.05,-0.570129,-0.610139,-0.479704,-9999.0,-9999.0,8.128665,1.581164,0.043438
A1830,587730773353037988,00:11:01.21,+14:15:44.3,23,0.261,0.174,0.087,0.391,0.087,0.0,0.652,0.046,0.845,1,0,0,587730773351990215,0.18677064,14.26051945,2566,40,2,310,GALAXY,25.441566,24.271182999999997,21.778074,0.05,0.078701,-1.255542,-1.247793,-1.0568799999999998,0.555191,0.358916,2.1793150000000003,1.614587,0.016349000000000002
A1831,587731186205130894,00:11:01.26,-00:09:44.8,33,0.242,0.152,0.03,0.5760000000000001,0.0,0.0,0.758,0.064,0.9359999999999999,1,0,0,587731186204017357,0.18017633,-0.15672686,2662,40,3,284,GALAXY,23.903876999999998,22.733652,21.689522,0.05,0.05,-0.002526713,-0.003243777,-0.006041404,1.349976,0.672762,4.04804,1.608615,-0.031176
A1833,587727225154437325,00:11:02.54,-10:56:02.3,32,0.875,0.031,0.0,0.031,0.062,0.0,0.062,0.715,0.198,0,0,1,587727225153323203,0.18048399,-10.93360793,1740,40,1,23,GALAXY,22.265188000000002,20.931936,20.069595,0.156937,0.35002,-0.0002487071,-0.0002490259,-4.782321e-05,1.366252,0.598394,2.601825,2.137857,0.005673727
A1835,587727226765049913,00:11:03.29,-09:39:04.2,24,0.042,0.0,0.958,0.0,0.0,0.0,0.958,0.036000000000000004,0.9640000000000001,1,0,0,587727226763936297,0.18301332,-9.65153906,1740,40,4,23,GALAXY,21.381748,20.520037,20.036524,0.610394,0.643373,-0.226929,-0.157857,-10.514863,3.6027120000000004,1.224046,7.985708,2.262492,-0.047452999999999995
A1836,587727226228179083,00:11:03.62,-10:02:14.6,29,0.034,0.0,0.897,0.069,0.0,0.0,0.966,0.01,0.99,1,0,0,587727226227065639,0.18656933,-10.03980483,1740,40,3,23,GALAXY,23.412851,22.257191,22.334282,0.05,0.05,-0.269412,-0.25414499999999995,-0.181647,3.040325,1.178672,7.801772,1.475808,0.035601999999999995
A1837,587727221951561921,00:11:04.09,+14:54:32.3,35,0.914,0.0,0.028999999999999998,0.0,0.057,0.0,0.028999999999999998,0.882,0.059000000000000004,0,1,0,587727221950513538,0.18231473,14.91242915,1739,40,3,304,GALAXY,20.870489000000003,20.469364000000002,20.420164,0.666621,0.785942,-0.0049058109999999995,-0.001891748,-0.676527,4.655685,1.874743,21.557661,2.459877,-0.018481
A1838,587731185131388954,00:11:04.29,-00:59:31.0,33,0.606,0.091,0.061,0.212,0.03,0.0,0.364,0.515,0.45399999999999996,0,0,1,587731185130275647,0.18324966,-0.9888396999999999,2662,40,1,284,GALAXY,25.438856,21.866785,20.742628,0.152943,0.42965699999999996,-8.252844999999999,-7.34391,-7.586827,1.594283,0.802539,3.8363699999999996,2.267449,-0.074023
A1839,587727221951561810,00:11:04.34,+14:55:12.5,40,0.85,0.0,0.025,0.025,0.1,0.0,0.05,0.8420000000000001,0.057999999999999996,0,1,0,587727221950514143,0.18362877,14.91863825,1739,40,3,304,GALAXY,25.1099,23.854748,21.959625,0.05,0.05,-0.6110329999999999,-0.678802,-0.614711,1.295436,0.452559,3.737051,2.057212,-0.08796
A1840,587727225154437232,00:11:04.82,-10:52:03.3,25,0.16,0.0,0.48,0.08,0.28,0.0,0.56,0.064,0.634,0,0,1,587727225153323411,0.18152531,-10.86447903,1740,40,1,23,GALAXY,22.157444,21.714214000000002,21.318419,0.167473,0.05,-1.0962,-1.021631,-0.946795,1.8799169999999998,0.876654,23.635315,0.49634300000000003,0.014372999999999999
A1841,588015508196819232,00:11:04.82,-00:44:46.2,55,0.073,0.818,0.036000000000000004,0.018000000000000002,0.036000000000000004,0.018000000000000002,0.873,0.016,0.927,1,0,0,588015508195705154,0.18370744,-0.74084167,3325,41,2,109,GALAXY,21.957973000000003,21.411104,21.291048,0.05,0.09998,-2.348642,-1.471934,-0.898366,3.141223,1.559843,1.526665,2.142341,0.012803
A1842,587731187278872806,00:11:05.60,+00:47:29.8,32,0.344,0.031,0.21899999999999997,0.281,0.125,0.0,0.531,0.14300000000000002,0.708,0,0,1,587731187277758935,0.18762124,0.79106373,2662,40,5,284,GALAXY,21.200016,19.739204,19.206802,0.478987,0.543349,-1.49413,-0.706854,-41.573399,2.667713,1.051665,6.4505300000000005,2.209343,-0.043233999999999995
A1843,587730774963650853,00:11:07.04,+15:29:58.1,28,0.179,0.14300000000000002,0.036000000000000004,0.607,0.036000000000000004,0.0,0.7859999999999999,0.028999999999999998,0.93,1,0,0,587730774962602269,0.18701139,15.49909325,2566,40,5,310,GALAXY,19.427298999999998,18.708847,18.288292000000002,0.726033,0.7886989999999999,-3.382843,-2.030184,-320.415375,3.159829,1.2906520000000001,9.146383,2.2923299999999998,0.07910700000000001
A1844,588015509807431811,00:11:07.12,+00:25:48.8,37,0.081,0.0,0.081,0.838,0.0,0.0,0.919,0.013000000000000001,0.987,1,0,0,588015509806317952,0.18801195,0.43035272,3325,41,5,109,GALAXY,21.204302,20.351635,19.907507,0.802358,0.815135,-0.43679799999999996,-0.703997,-5.904801,1.401275,0.744414,4.866087,2.0449,-0.06189600000000001
A1847,587727180598149230,00:11:08.77,-09:07:42.1,27,0.48100000000000004,0.0,0.0,0.111,0.07400000000000001,0.33299999999999996,0.111,0.48100000000000004,0.111,0,0,1,587727227300807106,0.18908568,-9.12706099,1740,40,5,23,GALAXY,22.61788,20.916142999999998,20.203554,0.528608,0.6255390000000001,-0.26490199999999997,-0.40879,-1.1314879999999998,1.7580369999999998,0.719973,4.415217,1.918119,-0.036936000000000004
A1848,588015510344302646,00:11:08.83,+00:50:43.7,36,0.0,0.0,0.0,0.083,0.306,0.611,0.083,0.0,0.083,0,0,1,588015510343189278,0.18469615,0.84136535,3325,41,6,109,GALAXY,23.51195,23.365372,21.526934,0.05,0.05,-0.254322,-0.333335,-0.379017,2.852577,1.117895,7.7469470000000005,1.8730799999999999,-0.060212
A1849,588015509807431861,00:11:08.98,+00:34:26.5,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,588015509806317721,0.18441011,0.5721128000000001,3325,41,5,109,GALAXY,19.66291,18.384836,17.868191,0.547379,0.572134,-13.511201999999999,-17.975916,-945.8784789999999,3.702036,1.572295,13.807619,2.3052029999999997,0.41032799999999997
A1850,587731187278872727,00:11:08.99,+00:38:46.5,37,0.757,0.027000000000000003,0.081,0.081,0.054000000000000006,0.0,0.18899999999999997,0.597,0.34,0,0,1,587731187277758943,0.19143114,0.64794835,2662,40,5,284,GALAXY,21.604568,20.514751,20.105925,0.328312,0.431721,-0.027864,-0.098441,-13.060926,2.218946,1.0565,9.894623,2.110377,-0.015231999999999999
A1852,587727180598149234,00:11:09.11,-09:04:14.2,36,0.19399999999999998,0.055999999999999994,0.389,0.278,0.083,0.0,0.722,0.026000000000000002,0.875,1,0,0,587727180597035584,0.18444745,-9.07106818,1729,40,6,84,GALAXY,23.332501999999998,22.428583,21.729387,0.05,0.05,-0.025907,-0.049908,-0.075025,1.994749,1.176194,7.240296000000001,1.789852,-0.050328
A1853,587727226228179102,00:11:09.88,-09:59:45.8,39,0.128,0.0,0.0,0.872,0.0,0.0,0.872,0.038,0.9620000000000001,1,0,0,587727226227065453,0.19036873,-9.99910764,1740,40,3,23,GALAXY,23.182585,21.456034,20.706778,0.379741,0.423913,-0.018575,-0.0007972319,-1.339486,1.8738860000000002,0.8664379999999999,3.665056,2.248484,-0.021723
A1854,587731186742001799,00:11:11.25,+00:15:26.3,64,0.188,0.031,0.25,0.516,0.016,0.0,0.797,0.038,0.9440000000000001,1,0,0,587731186740887886,0.18598098,0.25951248,2662,40,4,284,GALAXY,21.504656,21.033295000000003,20.79104,0.329536,0.44848599999999994,-0.061097000000000005,-0.230069,-6.822398,2.246277,1.357513,14.568253,1.936294,-0.036853
A1855,587731186205130912,00:11:11.47,-00:12:12.5,24,0.542,0.0,0.125,0.33299999999999996,0.0,0.0,0.45799999999999996,0.542,0.45799999999999996,0,0,1,587731186204017361,0.18907801,-0.20165237,2662,40,3,284,GALAXY,24.308449,24.182026,21.448267,0.05,0.05,-0.697527,-0.838773,-1.371494,0.264878,0.182726,6.373367,2.252053,-0.073061
A1858,587731187278872644,00:11:12.52,+00:39:05.2,20,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.386,0.614,1,0,0,587731187277758724,0.18839521,0.65179196,2662,40,5,284,GALAXY,20.487957,19.732059,19.414379,0.761464,0.799697,-0.039391,-0.039775,-14.178316,2.155128,0.8808530000000001,4.9765239999999995,2.152683,-0.017183
A1860,587730773353103492,00:11:13.14,+14:16:53.8,40,0.025,0.925,0.0,0.05,0.0,0.0,0.975,0.021,0.9790000000000001,1,0,0,587730773351990019,0.18541532,14.28388601,2566,40,2,310,GALAXY,22.896807,22.098743,21.590275,0.239481,0.25608400000000003,-0.9086770000000001,-0.5902850000000001,-7.691696,2.624367,1.5463,106.96156299999998,2.1491990000000003,-0.037403
A1861,587730773889974536,00:11:13.80,+14:40:11.2,48,0.062,0.792,0.021,0.10400000000000001,0.021,0.0,0.917,0.018000000000000002,0.961,1,0,0,587730773888860670,0.18805494,14.67017021,2566,40,3,310,GALAXY,22.401304,22.217914999999998,21.873516,0.8467600000000001,0.05,-0.19963,-0.256384,-0.320293,1.6619099999999998,0.887282,14.172848000000002,1.7068990000000002,-0.061104
A1862,587727225154502764,00:11:14.38,-11:01:59.0,53,0.0,0.0,0.9620000000000001,0.0,0.0,0.038,0.9620000000000001,0.0,0.9620000000000001,1,0,0,587727177912680822,0.18708288,-11.03527373,1729,40,1,84,GALAXY,21.664116,20.926188,20.532131,0.767473,0.6619430000000001,-0.587633,-0.7164590000000001,-1.602654,1.7141400000000002,0.925422,7.387169999999999,2.146215,-0.070208
A1864,588015509807497281,00:11:14.74,+00:28:40.0,58,0.759,0.10300000000000001,0.034,0.086,0.017,0.0,0.22399999999999998,0.759,0.22399999999999998,0,0,1,588015509806318195,0.18636737,0.47971655,3325,41,5,109,GALAXY,23.262629,22.170589,21.854374,0.18918,0.12176700000000001,-0.34158499999999997,-0.268793,-0.36536799999999997,1.929259,0.866343,5.206085,2.433496,-0.059811
A1867,587731186742001815,00:11:15.49,+00:15:48.2,37,0.514,0.027000000000000003,0.243,0.135,0.027000000000000003,0.054000000000000006,0.405,0.2,0.685,0,0,1,587731186740887697,0.18632869,0.26493566,2662,40,4,284,GALAXY,19.393078,19.043995000000002,18.811207,0.794769,0.820628,-6.446427,-13.850432000000001,-273.59927400000004,2.937848,1.278173,10.102729,2.2446509999999997,-0.072045
A1868,587727227301986419,00:11:15.59,-09:16:19.8,26,0.9229999999999999,0.0,0.0,0.077,0.0,0.0,0.077,0.9159999999999999,0.084,0,1,0,587727227300807103,0.18500194,-9.27325415,1740,40,5,23,GALAXY,22.199564000000002,21.641003,21.033344,0.05,0.05,-0.024034,-0.013021000000000001,-0.019688,6.059049,0.926688,3.311543,0.927127,-0.041042
A1869,587727227301986427,00:11:15.88,-09:16:51.3,28,0.46399999999999997,0.107,0.036000000000000004,0.28600000000000003,0.036000000000000004,0.071,0.429,0.09699999999999999,0.736,0,0,1,587727227300806758,0.18437612,-9.27918166,1740,40,5,23,GALAXY,19.128815,18.603851000000002,18.250269,0.784994,0.790384,-0.168725,-32.807087,-518.926331,2.570392,1.203162,11.036305,2.106801,0.14385699999999998
A1871,588015510344368213,00:11:17.02,+01:02:24.0,32,0.625,0.062,0.062,0.125,0.125,0.0,0.25,0.293,0.512,0,0,1,588015510343189279,0.1882148,1.04320997,3325,41,6,109,GALAXY,23.570391,23.68609,21.169729,0.05,0.05,-0.785229,-0.699825,-0.785327,2.682722,1.211367,6.714855,2.170982,-0.062477
A1872,587730772816232726,00:11:18.24,+13:48:43.7,57,0.649,0.228,0.018000000000000002,0.07,0.035,0.0,0.316,0.33799999999999997,0.611,0,0,1,587730772815119202,0.18844135,13.80846494,2566,40,1,310,GALAXY,22.745243,22.304491,20.901766000000002,0.43543699999999996,0.354088,-0.757516,-0.924954,-2.322286,2.169028,1.265839,15.137544,2.076879,-0.081467
A1873,587727223562240090,00:11:18.34,+16:10:25.1,36,0.19399999999999998,0.0,0.6940000000000001,0.027999999999999997,0.055999999999999994,0.027999999999999997,0.722,0.12,0.794,1,0,0,587727223561126334,0.190755,16.17351123,1739,40,6,304,GALAXY,21.706175,21.88545,21.464088,0.05,0.05,-0.0006311609,-0.000872005,-0.00035619339999999996,1.5485790000000001,0.796714,5.100828,1.503009,0.00618817
A1874,588015507660013666,00:11:18.39,-01:14:34.5,35,0.0,0.971,0.028999999999999998,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,588015507658834570,0.19430201,-1.24225681,3325,41,1,109,GALAXY,22.320335,21.446247,20.757568,0.502734,0.582399,-0.087862,-0.13028800000000001,-0.36906,1.47886,0.8473120000000001,7.244211999999999,2.050873,-0.032227
A1875,587730772816232615,00:11:19.36,+13:47:24.0,40,0.8,0.0,0.025,0.15,0.025,0.0,0.175,0.59,0.37799999999999995,1,0,0,587730772815118577,0.18780755,13.78730694,2566,40,1,310,GALAXY,19.858488,18.481904999999998,17.989368,0.602405,0.61688,-30.199461,-3.182436,-567.620361,3.18338,1.242675,7.901884,2.276329,0.257069
A1876,587727226765115492,00:11:19.84,-09:39:40.6,56,0.018000000000000002,0.643,0.036000000000000004,0.304,0.0,0.0,0.982,0.007,0.993,1,0,0,587727226763936751,0.18871659,-9.66162882,1740,40,4,23,GALAXY,23.743835,22.856783,21.186161,0.505203,0.423126,-0.073422,-0.054604,-0.051721,1.336214,0.6673640000000001,2.705075,2.493159,0.005650201999999999
A1878,587730775500587128,00:11:20.37,+15:51:09.6,24,0.625,0.0,0.0,0.125,0.20800000000000002,0.042,0.125,0.35,0.271,0,0,1,587730775499473096,0.18723351,15.85372832,2566,40,6,310,GALAXY,18.152622,17.163942000000002,16.741899,0.863547,0.8258040000000001,-607.988953,-21.936588,-3231.9292,6.436126,1.9567419999999998,8.608298,2.332414,3.54337
A1879,587731187815743694,00:11:20.92,+01:10:56.5,45,0.622,0.0,0.044000000000000004,0.067,0.2,0.067,0.111,0.615,0.11800000000000001,0,0,1,587731187814629709,0.18681187,1.18650594,2662,40,6,284,GALAXY,21.889248000000002,21.00852,19.774189,0.333716,0.27931,-1.8905939999999999,-1.727524,-4.51184,5.201135,3.300963,72.836464,2.192811,-0.048777
A1880,588015509807497311,00:11:21.07,+00:28:26.1,33,0.33299999999999996,0.091,0.03,0.39399999999999996,0.152,0.0,0.515,0.08,0.722,0,0,1,588015509806318200,0.19239,0.47376954,3325,41,5,109,GALAXY,23.397001,21.82416,20.823162,0.946609,0.999669,-0.138159,-0.140976,-0.1871,1.7386700000000002,0.722163,3.608346,2.120989,-0.060747
A1881,587727222488498332,00:11:21.52,+15:22:05.2,61,0.574,0.0,0.033,0.27899999999999997,0.098,0.016,0.311,0.5529999999999999,0.332,0,0,1,587727222487384970,0.18670706,15.36366655,1739,40,4,304,GALAXY,23.097611999999998,21.329256,20.611523000000002,0.206972,0.206031,-0.0005222111,-0.00033627699999999995,-0.97516,1.482427,0.6915399999999999,3.546524,2.331544,-0.016653
A1882,588015510344368227,00:11:22.16,+01:00:42.3,27,0.7040000000000001,0.037000000000000005,0.0,0.07400000000000001,0.185,0.0,0.111,0.67,0.14300000000000002,0,0,1,588015510343188819,0.19159151,1.01462272,3325,41,6,109,GALAXY,22.759885999999998,22.288095000000002,22.143583,0.05,0.05,-0.047666,-0.057504999999999994,-0.060798000000000005,1.395708,0.9446370000000001,10.970349,1.742532,-0.049165
A1884,587730772816232740,00:11:22.95,+13:49:28.2,34,0.8240000000000001,0.0,0.0,0.059000000000000004,0.11800000000000001,0.0,0.059000000000000004,0.8240000000000001,0.059000000000000004,0,1,0,587730772815118975,0.19415085,13.82560726,2566,40,1,310,GALAXY,23.354218,22.307335000000002,23.103634,0.05,0.05,-0.22872800000000001,-0.233952,-0.139762,0.6908989999999999,0.6026699999999999,5.887378,0.891602,0.006872431
A1886,588015509270626526,00:11:23.15,+00:11:24.4,27,0.741,0.0,0.111,0.111,0.037000000000000005,0.0,0.222,0.6829999999999999,0.28,0,0,1,588015509269447512,0.19195701,0.18723108,3325,41,4,109,GALAXY,23.860149,22.784569,21.590339999999998,0.05,0.09471399999999999,-0.182997,-0.167548,-0.11531400000000001,2.732084,0.737266,2.3119509999999996,1.508443,0.011211
A1888,587731187278872773,00:11:24.58,+00:42:07.3,53,0.755,0.019,0.0,0.113,0.075,0.038,0.132,0.675,0.20600000000000002,0,0,1,587731187277759315,0.19081073,0.70154692,2662,40,5,284,GALAXY,22.891706,21.733432999999998,21.62859,0.174895,0.16415,-0.06378400000000001,-0.057841,-0.05948200000000001,1.345289,0.686409,5.879055,1.84728,-0.055158000000000006
A1889,587730773353103535,00:11:24.75,+14:15:58.2,20,0.3,0.3,0.05,0.3,0.05,0.0,0.65,0.045,0.889,1,0,0,587730773351990030,0.19389955,14.26471608,2566,40,2,310,GALAXY,22.205521,21.595131,21.514372,0.252085,0.602633,-0.163662,-0.296367,-0.82911,3.62866,1.49051,7.117909,1.027398,-0.056563999999999996
A1890,587730775500587148,00:11:25.34,+15:51:40.4,33,0.303,0.0,0.485,0.152,0.061,0.0,0.636,0.071,0.853,1,0,0,587730775499473412,0.19189353,15.86536887,2566,40,6,310,GALAXY,22.055868,22.354098999999998,22.698669,0.07282999999999999,0.139191,-0.596695,-0.588069,-0.386786,-9999.0,-9999.0,-9999.0,-9999.0,-0.0007640294
A1891,587730772816232520,00:11:26.43,+13:45:16.5,59,0.7290000000000001,0.0,0.017,0.085,0.153,0.017,0.102,0.682,0.14400000000000002,0,0,1,587730772815118730,0.18996411,13.75653465,2566,40,1,310,GALAXY,22.530754,22.205624,21.940475,0.05,0.057288,-0.184103,-0.23069499999999998,-0.20971599999999999,0.9613520000000001,0.687,4.57102,1.4580549999999999,-0.065678
A1893,587730774963716257,00:11:26.96,+15:28:48.8,19,0.158,0.737,0.0,0.105,0.0,0.0,0.8420000000000001,0.073,0.927,1,0,0,587730774962603056,0.19102597,15.48247458,2566,40,5,310,GALAXY,23.429577,23.408552,21.342888000000002,0.722592,0.6103069999999999,-0.37399099999999996,-0.45291000000000003,-0.681254,1.448132,0.762393,5.578521,1.867884,-0.073197
A1895,587727227838857320,00:11:27.09,-08:49:31.3,56,0.75,0.0,0.018000000000000002,0.054000000000000006,0.179,0.0,0.071,0.72,0.099,0,0,1,587727227837678184,0.1888642,-8.82410505,1740,40,6,23,GALAXY,22.079535,21.33466,21.124531,0.05,0.090553,-0.805017,-0.665255,-0.950045,3.404814,1.8905349999999999,2.446471,1.845811,-0.056976
A1896,587730774963716259,00:11:27.23,+15:27:47.4,31,0.09699999999999999,0.032,0.452,0.355,0.065,0.0,0.8390000000000001,0.027999999999999997,0.904,1,0,0,587730774962602023,0.19174860000000002,15.4622777,2566,40,5,310,GALAXY,22.92469,22.109402,21.149229000000002,0.327903,0.369186,-0.00025796529999999997,-0.00065772,-0.078699,2.103915,1.269269,13.916928,2.104347,-0.013821
A1897,587731186742067348,00:11:28.76,+00:24:11.0,48,0.146,0.062,0.0,0.75,0.021,0.021,0.812,0.02,0.9329999999999999,1,0,0,587731186740888262,0.19246785,0.40593786,2662,40,4,284,GALAXY,22.794113,21.150438,20.271624,0.487702,0.6546890000000001,-0.132974,-0.056577999999999996,-1.77862,2.586659,1.055847,5.907857,2.014555,-0.033807
A1898,587730773889974473,00:11:28.78,+14:36:56.5,31,0.161,0.065,0.09699999999999999,0.645,0.0,0.032,0.8059999999999999,0.042,0.922,1,0,0,587730773888860686,0.19215709,14.61471132,2566,40,3,310,GALAXY,21.44264,20.892742000000002,20.736294,0.340331,0.518209,-0.35296700000000003,-1.43973,-9.517852,1.317621,0.789046,6.632594999999999,2.0623869999999997,-0.055217999999999996
A1899,587727180061343864,00:11:28.92,-09:29:58.2,57,0.14,0.0,0.018000000000000002,0.8420000000000001,0.0,0.0,0.86,0.023,0.977,1,0,0,587727180060164993,0.18784312,-9.50306433,1729,40,5,84,GALAXY,21.138605,23.230736,20.771901999999997,0.05,0.05,-1.3663319999999999,-1.45938,-2.29679,-9999.0,-9999.0,-480.15762300000006,9.943263,-0.021956
A1900,587731185668325507,00:11:29.22,-00:37:27.6,28,0.28600000000000003,0.036000000000000004,0.28600000000000003,0.28600000000000003,0.107,0.0,0.607,0.078,0.7909999999999999,1,0,0,587731185667146334,0.19134395,-0.62302644,2662,40,2,284,GALAXY,22.481813,20.507523000000003,19.826862,0.30001300000000003,0.400017,-1.075653,-2.010508,-48.157967,2.338325,1.3276629999999998,17.906506,2.2144220000000003,-0.049531
A1901,587727220877885599,00:11:29.22,+14:07:42.9,58,0.845,0.034,0.0,0.017,0.086,0.017,0.052000000000000005,0.679,0.171,0,0,1,587730773351989694,0.18959592,14.13507878,2566,40,2,310,GALAXY,20.830854000000002,19.870110999999998,19.469509,0.451484,0.506898,-1.9032810000000002,-2.20155,-59.127747,2.594234,0.9829690000000001,6.750817,2.155424,-0.01077
A1902,587727223562240118,00:11:29.69,+16:02:45.7,63,0.349,0.016,0.397,0.14300000000000002,0.095,0.0,0.556,0.10800000000000001,0.7709999999999999,0,0,1,587727223561126323,0.19015828,16.04518678,1739,40,6,304,GALAXY,22.095619,20.438616,19.69945,0.515044,0.56377,-0.32674699999999995,-1.084737,-32.255539,2.645637,1.178172,11.435736,2.13617,-0.02362
A1906,588015508196884558,00:11:30.93,-00:43:53.7,60,0.0,0.0,0.9670000000000001,0.033,0.0,0.0,1.0,0.0,1.0,1,0,0,588015508195704959,0.19181097,-0.73074669,3325,41,2,109,GALAXY,19.961687,18.545643,18.043808,0.598916,0.670601,-42.850182000000004,-6.498266,-384.669678,4.3616269999999995,1.5965260000000001,8.884891,2.253935,-0.005851371
A1907,587727226228244645,00:11:31.20,-10:02:37.9,53,0.604,0.019,0.0,0.28300000000000003,0.094,0.0,0.302,0.439,0.45299999999999996,0,0,1,587727226227065253,0.19552248,-10.04335407,1740,40,3,23,GALAXY,22.384773000000003,21.669266,21.233095000000002,0.101811,0.417328,-0.35848800000000003,-0.38413200000000003,-0.24605100000000002,0.8475469999999999,0.509386,2.744032,2.178761,0.01888
A1908,588015507660013699,00:11:31.35,-01:14:23.8,29,0.966,0.034,0.0,0.0,0.0,0.0,0.034,0.94,0.06,0,1,0,588015507658834570,0.19430201,-1.24225681,3325,41,1,109,GALAXY,22.320335,21.446247,20.757568,0.502734,0.582399,-0.087862,-0.13028800000000001,-0.36906,1.47886,0.8473120000000001,7.244211999999999,2.050873,-0.032227
