Name,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,objID,ra,dec,run,rerun,camcol,field,type,dered_g,dered_r,dered_i,deVAB_i,expAB_i,lnLExp_i,lnLDeV_i,lnLStar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
A3756,588015508198195360,00:23:39.84,-00:48:55.3,31,0.484,0.0,0.32299999999999995,0.19399999999999998,0.0,0.0,0.516,0.27399999999999997,0.726,0,0,1,588015508195770854,0.39303553,-0.81591167,3325,41,2,110,GALAXY,20.42474,19.465837,18.957432,0.290854,0.368237,-7.987661,-11.218172000000001,-115.59068300000001,2.0814169999999996,1.003025,8.072776,2.214468,-0.01122
A3757,587731186206507141,00:23:39.88,-00:07:15.1,28,0.821,0.0,0.0,0.0,0.14300000000000002,0.036000000000000004,0.0,0.821,0.0,0,1,0,587731186204083107,0.39662464,-0.12348897,2662,40,3,285,GALAXY,24.855497,22.606571,21.280687,0.05,0.653748,-0.119299,-0.139309,-0.1768,2.6918130000000002,0.724438,3.448226,1.711932,-0.062148
A3761,588290882176614549,00:23:41.31,+16:08:06.5,27,0.7040000000000001,0.037000000000000005,0.0,0.222,0.037000000000000005,0.0,0.259,0.675,0.28800000000000003,0,0,1,587727223561191932,0.39482726,16.139102800000003,1739,40,6,305,GALAXY,21.979897,21.122929,20.657698,0.463628,0.367464,-0.261396,-0.166943,-1.145211,2.06074,0.896537,5.492851,2.1287,-0.038321
A3762,587731187817119845,00:23:41.46,+01:06:20.7,31,0.71,0.0,0.032,0.032,0.09699999999999999,0.129,0.065,0.619,0.127,0,0,1,587731187814695127,0.39426053,1.10028394,2662,40,6,285,GALAXY,22.277979000000002,21.491524,21.297531,0.999798,0.7859659999999999,-0.013584,-0.022269999999999998,-0.081104,2.178357,1.055964,10.239477,2.102778,-0.040424
A3764,587730774428156057,00:23:42.14,+15:05:23.3,20,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0,1,0,587730774425796812,0.39619121,15.08652894,2566,40,4,311,GALAXY,21.27133,21.202469,21.121026999999998,0.555656,0.665979,-0.0012609639999999998,-0.0014116570000000002,-0.062310000000000004,2.545651,1.345967,9.543521,2.331625,-0.026662
A3765,588015508198195369,00:23:43.10,-00:48:54.5,31,0.903,0.09699999999999999,0.0,0.0,0.0,0.0,0.09699999999999999,0.787,0.213,0,0,1,588015508195770854,0.39303553,-0.81591167,3325,41,2,110,GALAXY,20.42474,19.465837,18.957432,0.290854,0.368237,-7.987661,-11.218172000000001,-115.59068300000001,2.0814169999999996,1.003025,8.072776,2.214468,-0.01122
A3767,587731187817119762,00:23:43.30,+01:13:17.0,32,0.6559999999999999,0.031,0.031,0.031,0.25,0.0,0.094,0.612,0.131,0,0,1,587731187814695429,0.39657073,1.22190951,2662,40,6,285,GALAXY,21.357935,20.409939,20.076429,0.352414,0.456535,-0.145845,-0.816621,-23.51693,2.603844,1.568155,28.738234999999996,1.965514,-0.018053
A3768,587730773354414192,00:23:43.86,+14:18:24.2,35,0.028999999999999998,0.8290000000000001,0.028999999999999998,0.114,0.0,0.0,0.971,0.028999999999999998,0.971,1,0,0,587730773352055341,0.39490169,14.31003421,2566,40,2,311,GALAXY,21.920296,20.615332000000002,20.441467000000003,0.450946,0.553265,-0.268888,-0.6113689999999999,-4.031275,1.293406,0.815974,10.100522999999999,2.1540630000000003,-0.056960000000000004
A3769,587727178452041841,00:23:44.00,-10:50:03.7,34,0.794,0.0,0.028999999999999998,0.059000000000000004,0.11800000000000001,0.0,0.08800000000000001,0.475,0.29600000000000004,0,0,1,587727225153454415,0.39418747,-10.83487393,1740,40,1,25,GALAXY,21.625702,21.238092,20.796556,0.21893,0.199995,-0.665099,-0.43792200000000003,-1.0882530000000001,5.076423999999999,2.344784,4.807062999999999,2.009407,-0.058287
A3770,587731185132765307,00:23:45.08,-01:00:30.0,48,0.41700000000000004,0.021,0.021,0.43799999999999994,0.10400000000000001,0.0,0.479,0.172,0.696,0,0,1,587731185130341224,0.39467591,-1.00531877,2662,40,1,285,GALAXY,23.197649,23.582995999999998,21.698954,0.05,0.499914,-0.061161,-0.056919000000000004,-0.028595999999999996,1.258078,0.5910989999999999,4.494377,2.1059,0.007079633
A3771,588015508735066255,00:23:45.58,-00:16:11.5,55,0.782,0.018000000000000002,0.0,0.018000000000000002,0.0,0.182,0.036000000000000004,0.779,0.039,0,0,1,588015508732641877,0.39717020000000003,-0.26811249,3325,41,3,110,GALAXY,22.160988,20.680367,20.32045,0.05,0.056898000000000004,-0.049545,-0.235666,-5.928579,1.8942279999999998,0.9286700000000001,13.457123000000001,1.9714759999999998,-0.031214
A3774,588290881639743516,00:23:47.86,+15:39:57.8,28,0.9640000000000001,0.0,0.0,0.036000000000000004,0.0,0.0,0.036000000000000004,0.9640000000000001,0.036000000000000004,0,1,0,587727223024321128,0.39982778,15.66597301,1739,40,5,305,GALAXY,22.734747,22.385923000000002,21.466516,0.25214000000000003,0.400019,-0.126084,-0.233321,-1.633635,1.515889,0.884367,8.297605,1.948048,-0.031043
A3776,587730774965026984,00:23:48.28,+15:26:25.6,28,0.679,0.071,0.0,0.107,0.14300000000000002,0.0,0.179,0.679,0.179,0,0,1,587730774962668448,0.39515915,15.44429586,2566,40,5,311,GALAXY,22.996199,21.661146,21.342144,0.989556,0.341515,-0.051348000000000005,-0.069623,-0.070754,-9999.0,-9999.0,4.6683129999999995,2.395701,-0.037041000000000004
A3778,587731185132765311,00:23:48.44,-01:00:04.1,32,0.6559999999999999,0.0,0.062,0.25,0.031,0.0,0.312,0.6559999999999999,0.312,0,0,1,587731185130341049,0.39571478,-1.00106979,2662,40,1,285,GALAXY,26.904484000000004,20.951365,22.393381,0.05,0.05,-1.3921239999999998e-07,-1.259773e-07,-2.782508e-08,0.1555,0.099703,12.9009,1.8960860000000002,0.055337
A3779,587730773891285141,00:23:49.20,+14:41:50.8,65,0.877,0.031,0.0,0.015,0.077,0.0,0.046,0.855,0.068,0,1,0,587730773888925951,0.3977933,14.69632489,2566,40,3,311,GALAXY,23.993818,24.524023,24.820848,0.777977,0.05,-0.002304275,-0.001996158,-0.0004084568,1.8806349999999998,1.724853,18.486256,1.166655,0.005602487
A3781,587727180062654593,00:23:49.44,-09:33:05.3,26,0.5770000000000001,0.0,0.115,0.154,0.115,0.038,0.26899999999999996,0.182,0.5529999999999999,0,0,1,587727226764067142,0.39574668,-9.55506107,1740,40,4,25,GALAXY,22.693447,24.408142,23.41301,0.05,0.05,-4.010341,-4.114666000000001,-3.3277550000000002,-9999.0,-9999.0,257.286682,-20.376978,0.030001999999999997
A3782,588290881102872742,00:23:50.14,+15:17:43.5,39,0.051,0.0,0.026000000000000002,0.897,0.026000000000000002,0.0,0.9229999999999999,0.013999999999999999,0.9590000000000001,1,0,0,587727222487450179,0.39871059,15.29987131,1739,40,4,305,GALAXY,22.231792000000002,21.390823,21.205753,0.384035,0.416479,-0.041287,-0.10610699999999999,-1.8019330000000002,1.664091,0.9426459999999999,7.0568029999999995,2.248568,-0.038227
A3783,588290880029130916,00:23:50.30,+14:33:22.1,32,0.875,0.031,0.031,0.0,0.062,0.0,0.062,0.778,0.15,0,1,0,587730773888926730,0.39788146,14.55570282,2566,40,3,311,GALAXY,23.688927,22.398235,21.820992999999998,0.249986,0.49261099999999997,-0.8881690000000001,-1.214189,-1.580859,-9999.0,-9999.0,-9999.0,-9999.0,-0.047219
A3786,588290882176614427,00:23:50.75,+16:06:55.8,42,0.619,0.048,0.024,0.28600000000000003,0.024,0.0,0.35700000000000004,0.614,0.36200000000000004,0,0,1,587727223561191945,0.40314041,16.11898849,1739,40,6,305,GALAXY,21.91473,20.75914,20.240318,0.790646,0.824731,-0.013966,-0.009461862,-0.302377,4.0207690000000005,1.1289879999999999,5.5180739999999995,2.169772,-0.025356
A3787,587727227303297127,00:23:50.95,-09:13:42.4,29,0.10300000000000001,0.7929999999999999,0.034,0.069,0.0,0.0,0.897,0.054000000000000006,0.946,1,0,0,587727227300938606,0.39571121,-9.2274976,1740,40,5,25,GALAXY,23.680794,22.70447,21.491107999999997,0.352742,0.162603,-0.140812,-0.174224,-0.188656,1.301518,0.718932,32.792953000000004,0.415865,-0.050564
A3788,587731186206507199,00:23:51.74,-00:07:42.7,26,0.0,0.0,0.885,0.115,0.0,0.0,1.0,0.0,1.0,1,0,0,587731186204082227,0.39855214,-0.12914941,2662,40,3,285,GALAXY,21.465176,20.833614,20.841532,0.186756,0.25098400000000004,-0.047381,-0.002871206,-0.28325700000000004,2.629106,1.052649,4.051711,2.17215,-0.027587
A3789,587731186206507205,00:23:52.18,-00:09:09.3,28,0.071,0.0,0.821,0.071,0.036000000000000004,0.0,0.893,0.013000000000000001,0.9490000000000001,1,0,0,587731186204083185,0.39869949,-0.15338800000000002,2662,40,3,285,GALAXY,24.413383,23.014738,21.220076000000002,0.05,0.174315,-2.010263,-2.264815,-4.411802,1.848884,1.212603,77.113861,1.15224,-0.038061000000000005
A3790,587727226766426244,00:23:52.52,-09:36:55.0,24,0.33299999999999996,0.083,0.042,0.45799999999999996,0.083,0.0,0.583,0.095,0.8,1,0,0,587727226764067441,0.39777724,-9.61620603,1740,40,4,25,GALAXY,22.965752,21.989491,21.978394,0.05,0.05,-0.09427,-0.101368,-0.11778800000000002,2.426002,1.057403,7.104172,2.118769,-0.061003999999999996
A3791,587727227303297150,00:23:52.84,-09:15:21.2,34,0.5,0.028999999999999998,0.17600000000000002,0.235,0.059000000000000004,0.0,0.441,0.34,0.594,0,0,1,587727227300938366,0.39774317,-9.25986121,1740,40,5,25,GALAXY,22.285931,21.640732,22.929447,0.05,0.05,-0.041014,-0.049579000000000005,-0.061926999999999996,0.914574,0.8843469999999999,11.408586999999999,1.798984,-0.051766999999999994
A3794,587731187817119801,00:23:53.47,+01:10:10.9,27,0.37,0.037000000000000005,0.111,0.40700000000000003,0.07400000000000001,0.0,0.556,0.11199999999999999,0.792,0,0,1,587731187814695434,0.39765459,1.16816618,2662,40,6,285,GALAXY,21.151382,19.665092,19.09436,0.613197,0.690332,-0.314943,-0.209988,-61.218403,3.142806,1.229064,9.889077,2.206472,-0.021319
A3795,587730775501897843,00:23:53.97,+15:59:47.8,31,0.258,0.129,0.0,0.09699999999999999,0.226,0.29,0.226,0.257,0.22699999999999998,0,0,1,587730775499539157,0.39670067,15.995655599999997,2566,40,6,311,GALAXY,23.494122,22.115387,21.207825,0.999926,0.523321,-0.0012861819999999999,-0.0011128289999999999,-0.001566125,1.475422,0.795242,4.858389,2.090916,-0.029878
A3797,587727227303297154,00:23:54.78,-09:11:47.2,32,0.6559999999999999,0.125,0.0,0.062,0.156,0.0,0.188,0.584,0.254,0,0,1,587727227300938034,0.39575722,-9.19610312,1740,40,5,25,GALAXY,20.772299,19.755518,19.262905,0.05,0.13322799999999999,-0.051185,-1.786721,-76.717461,3.023748,1.5927719999999999,31.799134999999996,2.108529,-0.022055
A3802,588015507661389921,00:23:55.59,-01:08:44.1,51,0.196,0.0,0.0,0.765,0.02,0.02,0.765,0.05,0.9059999999999999,1,0,0,588015507658900301,0.39803791,-1.15103863,3325,41,1,110,GALAXY,26.389796999999998,21.060195999999998,20.016451,0.646189,0.26045300000000005,-3.2696959999999997,-2.0058830000000003,-2.193879,3.663521,1.453069,2.9001200000000003,1.8422189999999998,-0.06629199999999999
A3803,587727180062654599,00:23:55.65,-09:24:22.5,47,0.085,0.66,0.0,0.213,0.043,0.0,0.872,0.027000000000000003,0.929,1,0,0,587727180060230588,0.40108706,-9.40399074,1729,40,5,85,GALAXY,24.475142,22.08436,20.805823999999998,0.05,0.05,-0.063036,-0.110266,-1.197894,1.887503,1.0511139999999999,14.390178,2.153768,-0.041658
A3805,587730773354414228,00:23:56.53,+14:13:48.1,37,0.541,0.054000000000000006,0.135,0.18899999999999997,0.054000000000000006,0.027000000000000003,0.37799999999999995,0.40299999999999997,0.509,0,0,1,587730773352055354,0.40065959,14.22762714,2566,40,2,311,GALAXY,22.212763,21.907148,21.983189000000003,0.091261,0.30007399999999995,-0.288325,-0.330251,-0.264021,0.528582,0.44778,6.088758,2.14895,0.015219
A3806,587731186206507213,00:23:57.11,-00:08:04.7,32,0.469,0.0,0.312,0.188,0.031,0.0,0.5,0.231,0.73,1,0,0,587731186204082223,0.40112208,-0.13755281,2662,40,3,285,GALAXY,21.332995999999998,20.471075,24.288002,0.052191999999999995,0.052191999999999995,-3.6653769999999997e-06,-3.6653769999999997e-06,-7.562005999999999e-07,-9999.0,-9999.0,-9999.0,-9999.0,0.0005348523
A3809,588290881639743547,00:23:59.39,+15:46:13.5,26,0.0,0.9620000000000001,0.0,0.0,0.0,0.038,0.9620000000000001,0.0,0.9620000000000001,1,0,0,587727223024321133,0.40047806,15.77033429,1739,40,5,305,GALAXY,24.038977,22.087944,21.123039000000002,0.197044,0.350356,-0.028199000000000002,-0.029744,-0.687437,1.248873,0.732842,6.472283999999999,2.096742,-0.047089
A3810,587727225692684461,00:23:59.40,-10:31:38.3,33,0.455,0.0,0.0,0.485,0.061,0.0,0.485,0.172,0.747,1,0,0,587727225690325298,0.39957259999999994,-10.53273704,1740,40,2,25,GALAXY,21.730228,20.008678,19.281284,0.8841690000000001,0.763267,-6.550530999999999,-1.080468,-49.925616999999995,3.068416,1.2304190000000002,5.875494000000001,2.325077,-0.007040136
A3811,588015508198260846,00:24:00.26,-00:49:03.1,60,0.9,0.0,0.017,0.033,0.05,0.0,0.05,0.86,0.08900000000000001,0,0,1,588015508195770854,0.39303553,-0.81591167,3325,41,2,110,GALAXY,20.42474,19.465837,18.957432,0.290854,0.368237,-7.987661,-11.218172000000001,-115.59068300000001,2.0814169999999996,1.003025,8.072776,2.214468,-0.01122
A3816,587727179525783658,00:24:01.36,-09:48:56.7,13,0.769,0.0,0.077,0.077,0.0,0.077,0.154,0.715,0.20600000000000002,0,0,1,587727179523359221,0.40198301,-9.81598624,1729,40,4,85,GALAXY,20.421413,20.095914999999998,19.925842000000003,0.14990499999999998,0.27181500000000003,-0.169124,-0.18676500000000001,-1.932755,3.0961220000000003,1.170612,24.396236,2.043544,0.10669400000000001
A3818,588015507661389933,00:24:03.44,-01:05:56.1,28,0.25,0.107,0.0,0.643,0.0,0.0,0.75,0.055,0.945,1,0,0,588015507658899958,0.40295682,-1.10073182,3325,41,1,110,GALAXY,22.594622,21.827246,22.012957,0.05,0.080775,-1.6897630000000001,-1.7947349999999997,-1.386026,0.941809,0.630283,14.161401000000001,-0.521736,0.035138
A3820,587731187817185339,00:24:04.56,+01:06:10.8,27,0.778,0.0,0.037000000000000005,0.037000000000000005,0.14800000000000002,0.0,0.07400000000000001,0.6759999999999999,0.155,0,0,1,587731187814695430,0.39737746,1.09743174,2662,40,6,285,GALAXY,21.872533999999998,20.599651,19.881058,0.999658,0.8325370000000001,-0.124876,-0.114543,-8.495546000000001,2.511028,1.086968,7.5623830000000005,2.164198,-0.026357
A3823,588290880029130950,00:24:05.29,+14:22:53.8,31,0.516,0.032,0.226,0.19399999999999998,0.032,0.0,0.452,0.11800000000000001,0.8290000000000001,1,0,0,587727221413708842,0.40182301,14.38102449,1739,40,2,305,GALAXY,22.781607,22.766567000000002,21.785915,0.608869,0.23913800000000002,-0.207073,-0.269806,-0.364701,1.292974,0.62569,3.347489,2.158829,-0.04685
A3824,587730773354414249,00:24:05.42,+14:10:23.7,54,0.0,0.037000000000000005,0.889,0.055999999999999994,0.0,0.019,0.981,0.0,0.981,1,0,0,587730773352055352,0.40162379,14.175480199999999,2566,40,2,311,GALAXY,23.020121,21.998194,21.830118,0.05,0.05,-1.342924,-1.366184,-1.568678,0.803914,0.552016,4.470453,2.005975,-0.083798
A3826,587730773891285187,00:24:05.96,+14:42:47.3,46,0.478,0.0,0.0,0.413,0.109,0.0,0.413,0.40299999999999997,0.485,0,0,1,587730773888926639,0.40087252,14.71590154,2566,40,3,311,GALAXY,23.300698999999998,22.778889000000003,21.785179,0.05,0.05,-0.006884689,-0.0072880359999999995,-0.017265,1.2106139999999999,0.629834,3.7405739999999996,2.031946,-0.041513999999999995
A3829,588015510345744477,00:24:08.65,+01:00:26.8,27,0.444,0.0,0.037000000000000005,0.519,0.0,0.0,0.556,0.13699999999999998,0.863,1,0,0,588015510343254603,0.40508976,1.00195287,3325,41,6,110,GALAXY,22.314764,22.033635999999998,21.528217,0.05,0.093816,-0.030722000000000003,-0.029189999999999997,-0.032114,1.515417,0.805028,5.398066,2.419037,-0.035949
A3830,587731186743443616,00:24:08.71,+00:22:44.7,45,0.022000000000000002,0.0,0.022000000000000002,0.956,0.0,0.0,0.978,0.003,0.997,1,0,0,587731186740953555,0.3994687,0.37605762,2662,40,4,285,GALAXY,21.963612,20.95039,20.609364000000003,0.153873,0.245024,-0.103729,-0.094226,-0.711662,5.299771,1.090898,5.496961,2.185361,-0.037951
A3831,587731185669701732,00:24:10.22,-00:27:45.9,58,0.638,0.052000000000000005,0.0,0.086,0.172,0.052000000000000005,0.138,0.636,0.14,0,0,1,587731185667212210,0.40085091,-0.46467404,2662,40,2,285,GALAXY,23.539425,22.74943,21.245304,0.05,0.05,-0.7115090000000001,-0.858008,-2.1655860000000002,1.7446,1.416601,17.172051999999997,0.42562700000000003,-0.004574415
A3832,588015508198260865,00:24:10.24,-00:48:57.3,17,0.353,0.0,0.41200000000000003,0.235,0.0,0.0,0.647,0.092,0.9079999999999999,0,0,1,588015508195770883,0.40870982,-0.81788687,3325,41,2,110,GALAXY,21.72298,21.254045,21.808832000000002,0.05,0.05,-2.310413,-2.310546,-1.753616,-9999.0,-9999.0,15.055057000000001,0.216829,0.017762
A3834,588015508198260867,00:24:11.77,-00:42:18.2,30,0.7,0.0,0.0,0.067,0.067,0.16699999999999998,0.067,0.6729999999999999,0.09,0,0,1,588015508195770875,0.40311067,-0.70841587,3325,41,2,110,GALAXY,21.480457,20.474113,19.96423,0.42494,0.459571,-0.0138,-0.016331000000000002,-4.176764,1.8575139999999999,0.7959970000000001,4.168612,2.136123,-0.030560000000000004
A3835,587731187280314458,00:24:12.71,+00:47:48.7,58,0.345,0.0,0.431,0.172,0.017,0.034,0.603,0.099,0.835,1,0,0,587731187277824506,0.40510097,0.79662176,2662,40,5,285,GALAXY,22.226217000000002,21.443707999999997,20.951954,0.05,0.05,-0.014386000000000001,-0.011687999999999999,-0.82863,1.589707,0.887531,10.495888,2.1397459999999997,-0.042201
A3836,587727180599591010,00:24:12.99,-08:57:50.4,30,0.667,0.033,0.033,0.1,0.16699999999999998,0.0,0.16699999999999998,0.5429999999999999,0.271,0,0,1,587727180597101191,0.40089805,-8.96513282,1729,40,6,85,GALAXY,22.898054000000002,21.710001000000002,22.110769,0.129646,0.05,-0.012897,-0.012897,-0.003647133,0.719059,0.47916800000000004,-14.222760999999998,0.821937,0.0029747640000000004
A3838,587727226229620850,00:24:14.15,-10:06:33.1,37,0.21600000000000003,0.027000000000000003,0.43200000000000005,0.297,0.027000000000000003,0.0,0.757,0.077,0.892,1,0,0,587727226227196508,0.40513166,-10.10997434,1740,40,3,25,GALAXY,21.939131,20.428282,20.37714,0.677963,0.451672,-1.3357780000000001,-0.9788620000000001,-2.1834189999999998,23.844175,10.887041,281.464478,1.53836,-0.051783
A3839,587731186743443620,00:24:14.39,+00:19:36.3,64,0.031,0.031,0.047,0.8440000000000001,0.016,0.031,0.922,0.008,0.945,1,0,0,587731186740953581,0.41107193,0.32763041,2662,40,4,285,GALAXY,22.625845,21.576128,20.642515,0.7451439999999999,0.752907,-0.105525,-0.23100300000000001,-6.355103,2.479862,1.3588040000000001,12.915545,1.964543,-0.035058
A3840,587730774428221615,00:24:14.82,+15:09:59.6,30,0.7,0.0,0.033,0.133,0.133,0.0,0.16699999999999998,0.588,0.266,0,0,1,587727222487450770,0.40510526,15.16981807,1739,40,4,305,GALAXY,22.960736999999998,21.635604999999998,22.937399,0.24734099999999998,0.276401,-0.0001938469,-0.0001986382,-4.493056e-05,1.558516,1.148582,79.769318,-0.332598,0.633197
A3841,587731185132830843,00:24:15.22,-00:52:13.0,50,0.32,0.14,0.06,0.42,0.06,0.0,0.62,0.11199999999999999,0.815,1,0,0,587731185130340824,0.40339865,-0.8754538000000001,2662,40,1,285,GALAXY,21.34197,20.095648,19.56719,0.222629,0.280035,-0.011315,-0.853621,-90.853714,3.048768,1.246226,11.373298,2.20642,-0.020686000000000003
A3842,587727226766491778,00:24:16.05,-09:37:42.9,62,0.32299999999999995,0.065,0.016,0.532,0.065,0.0,0.613,0.161,0.7659999999999999,1,0,0,587727226764067152,0.4037866,-9.62905315,1740,40,4,25,GALAXY,22.284273000000002,22.547194,21.725514999999998,0.126048,0.05,-0.183919,-0.157086,-0.142584,1.974032,1.035607,2.426702,1.537536,0.015021000000000001
A3844,588015507661389943,00:24:16.24,-01:06:36.2,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,588015507658899741,0.40258312,-1.11030424,3325,41,1,110,GALAXY,20.547214999999998,20.000673000000003,19.755314000000002,0.680409,0.763879,-1.167525,-4.039757,-30.303715000000004,1.50071,0.871725,8.067129,2.091061,-0.0649
A3845,587727179525849149,00:24:16.53,-09:59:02.9,31,0.516,0.161,0.0,0.129,0.19399999999999998,0.0,0.29,0.18100000000000002,0.524,0,0,1,587727226227196203,0.39967176,-9.98187009,1740,40,3,25,GALAXY,21.941418,21.425064000000003,21.23089,0.191329,0.236864,-0.26664499999999997,-0.239852,-0.9990180000000001,1.8266380000000002,0.8682620000000001,9.743561999999999,2.322332,-0.056714999999999995
A3847,588015508198260945,00:24:17.20,-00:40:25.1,20,0.2,0.0,0.2,0.55,0.05,0.0,0.75,0.053,0.89,0,0,1,588015508195770873,0.40233389,-0.67101524,3325,41,2,110,GALAXY,21.095789,19.855892,19.366276,0.575746,0.647447,-1.409166,-0.65883,-64.290718,2.367328,0.9785959999999999,5.730659999999999,2.252247,-0.034395999999999996
A3850,587730773891350653,00:24:20.72,+14:46:32.5,48,0.479,0.083,0.0,0.396,0.042,0.0,0.479,0.479,0.479,0,0,1,587727221950579544,0.40654449,14.77443027,1739,40,3,305,GALAXY,23.81815,22.234797,20.802738,0.812718,0.6169560000000001,-0.385628,-0.323139,-0.881983,1.399338,0.6554220000000001,3.0121580000000003,2.3086830000000003,-0.037828
A3851,587727227840233561,00:24:21.04,-08:56:28.8,44,0.22699999999999998,0.023,0.0,0.727,0.023,0.0,0.75,0.049,0.924,1,0,0,587727180597101306,0.40247674,-8.94087976,1729,40,6,85,GALAXY,24.63315,23.065801999999998,21.390715,0.05,0.05,-0.093267,-0.080496,-0.061511,1.6929020000000001,0.9736360000000001,8.5898,2.231916,0.00915362
A3852,587727178452107398,00:24:21.37,-10:44:54.6,31,0.71,0.032,0.0,0.09699999999999999,0.161,0.0,0.129,0.389,0.33399999999999996,0,0,1,587727178449617169,0.40507932,-10.74534437,1729,40,2,85,GALAXY,20.362192,19.567114,19.209357999999998,0.33666399999999996,0.388179,-0.6047899999999999,-1.8382029999999998,-54.10356899999999,2.719606,1.0036459999999998,7.441561,2.094409,-0.05259
A3853,587727180062720047,00:24:21.79,-09:33:08.0,62,0.613,0.032,0.016,0.258,0.081,0.0,0.306,0.26899999999999996,0.606,0,0,1,587727226764067446,0.40434778,-9.55274757,1740,40,4,25,GALAXY,22.22542,20.840801000000003,20.166864,0.33262800000000003,0.30388699999999996,-0.46431400000000006,-0.164132,-3.189865,2.996635,1.648898,9.849089,2.3376349999999997,-0.044446
A3855,587731187817185372,00:24:22.53,+01:04:13.8,65,0.10800000000000001,0.0,0.631,0.154,0.015,0.092,0.785,0.036000000000000004,0.85,1,0,0,587731187814695450,0.40384695,1.07278841,2662,40,6,285,GALAXY,20.722706,19.529865,19.099220000000003,0.47314799999999996,0.48260600000000003,-1.341201,-1.2560360000000002,-82.835327,3.5491309999999996,1.368172,10.835164,2.178952,-0.029842
A3857,588290882176680157,00:24:22.69,+16:08:38.5,25,0.52,0.2,0.04,0.2,0.04,0.0,0.44,0.33299999999999996,0.621,1,0,0,587727223561191951,0.40440864,16.14447979,1739,40,6,305,GALAXY,21.408859,20.334747,19.968925,0.541358,0.53792,-0.178593,-0.248261,-7.144728999999999,2.422352,0.9622290000000001,6.894517,2.016955,-0.044237
A3858,587731185132830852,00:24:23.54,-01:00:34.0,26,0.846,0.038,0.0,0.038,0.038,0.038,0.077,0.7979999999999999,0.12300000000000001,0,0,1,587731185130341232,0.40505251,-1.00913852,2662,40,1,285,GALAXY,23.263538,23.036615,21.530231,0.05,0.095674,-0.508178,-0.468875,-0.32598499999999997,1.283692,0.561972,3.0232,1.8985560000000001,0.00717392
A3861,588290879492325422,00:24:25.95,+14:04:10.4,40,0.575,0.025,0.025,0.2,0.175,0.0,0.25,0.573,0.252,0,0,1,587727220876837720,0.40459785,14.06735241,1739,40,1,305,GALAXY,24.52388,23.833561,21.798471,0.05,0.05,-0.051941999999999995,-0.044078,-0.043356,2.371286,0.7941739999999999,2.498063,2.1505549999999998,0.014842
A3862,588290880029196438,00:24:26.05,+14:29:09.6,33,0.39399999999999996,0.03,0.0,0.061,0.182,0.33299999999999996,0.091,0.39399999999999996,0.091,0,0,1,587727221413708643,0.40248444,14.48278228,1739,40,2,305,GALAXY,22.897118,21.878084,21.981901,0.50183,0.6573829999999999,-0.367131,-0.45764799999999994,-0.731688,1.075835,0.720123,-186.37043799999998,1.8016439999999998,-0.042428
A3863,587731186743443735,00:24:26.26,+00:18:00.4,37,0.541,0.243,0.054000000000000006,0.054000000000000006,0.081,0.027000000000000003,0.35100000000000003,0.541,0.35100000000000003,0,0,1,587731186740953562,0.4044968,0.30195472,2662,40,4,285,GALAXY,21.323484,20.796993,20.698746,0.05,0.05,-0.24449099999999999,-0.260886,-2.3681959999999997,2.760138,0.9753430000000001,4.665198999999999,2.038879,-0.049553
A3864,587731186743443745,00:24:27.40,+00:24:50.0,28,0.821,0.0,0.0,0.036000000000000004,0.107,0.036000000000000004,0.036000000000000004,0.821,0.036000000000000004,0,1,0,587731186740953564,0.40466634,0.41768329,2662,40,4,285,GALAXY,19.894852,20.337393,20.020725,0.05,0.092942,-0.197099,-0.150778,-0.11813699999999999,5.6898919999999995,4.283663,5.893846,1.729623,0.004669896
A3865,587727180062720060,00:24:28.00,-09:23:13.3,31,0.742,0.065,0.032,0.0,0.161,0.0,0.09699999999999999,0.369,0.3,0,0,1,587727180060230232,0.41064805,-9.38920698,1729,40,5,85,GALAXY,22.46138,21.163757,20.44718,0.7000649999999999,0.56012,-0.519227,-0.242339,-0.896943,2.818013,1.079373,5.126803,2.254645,-0.044696
A3866,587727227303362757,00:24:29.19,-09:14:02.7,22,0.682,0.0,0.0,0.045,0.273,0.0,0.045,0.5710000000000001,0.102,0,0,1,587727227300938723,0.41244599,-9.22957784,1740,40,5,25,GALAXY,27.504631,22.0697,20.214191,0.8329770000000001,0.35770599999999997,-0.019652,-0.014219999999999998,-0.08086499999999999,5.841330999999999,2.833354,18.67886,2.270794,0.011747
A3867,588015507661455444,00:24:29.42,-01:04:41.0,26,0.462,0.0,0.0,0.0,0.0,0.5379999999999999,0.0,0.462,0.0,0,0,1,588015507658899683,0.40860713,-1.0780399999999999,3325,41,1,110,GALAXY,24.040371,26.972272999999998,24.459448000000002,0.05,0.05,-0.14316600000000002,-0.17188399999999998,-0.128853,2.981566,2.034233,15.739552,1.9489779999999999,0.014555000000000002
